description,polarity,subjectivity,polarity2,subjectivity2
"[('may', 'day', 'event'), ('day', 'event', 'mostly'), ('event', 'mostly', 'peaceful'), ('mostly', 'peaceful', '7'), ('peaceful', '7', 'p'), ('7', 'p', 'various'), ('p', 'various', 'unpermitted'), ('various', 'unpermitted', 'march'), ('unpermitted', 'march', 'arrested'), ('march', 'arrested', '14')]",0.17857142857142858,0.5,positive,subjective
"[('tacoma', 'release', 'statement'), ('release', 'statement', 'elli'), ('statement', 'elli', 'died'), ('elli', 'died', 'tacoma'), ('died', 'tacoma', 'custody'), ('tacoma', 'custody', 'march'), ('custody', 'march', '3'), ('march', '3', '2020'), ('3', '2020', 'autopsy'), ('2020', 'autopsy', 'pierce'), ('autopsy', 'pierce', 'county'), ('pierce', 'county', 'medical'), ('county', 'medical', 'examiner')]",0.0,0.0,neutral,objective
"[('kcso', 'deputy', 'bremerton'), ('deputy', 'bremerton', 'responded'), ('bremerton', 'responded', '3900'), ('responded', '3900', 'block'), ('3900', 'block', 'state'), ('block', 'state', 'hwy'), ('state', 'hwy', '3'), ('hwy', '3', '3'), ('3', '3', '00'), ('3', '00', 'morning'), ('00', 'morning', 'assault')]",0.0,0.0,neutral,objective
"[('fort', 'lauderdale', 'found'), ('lauderdale', 'found', 'child'), ('found', 'child', 'father'), ('child', 'father', 'dead'), ('father', 'dead', 'home'), ('dead', 'home', 'late'), ('home', 'late', 'friday'), ('late', 'friday', 'associated'), ('friday', 'associated', 'press'), ('associated', 'press', 'reported'), ('press', 'reported', 'authority'), ('reported', 'authority', 'release')]",-0.25000000000000006,0.5000000000000001,negative,subjective
"[('west', 'general', 'seen'), ('general', 'seen', '2'), ('seen', '2', 'shot'), ('2', 'shot', 'fired'), ('shot', 'fired', 'incident'), ('fired', 'incident', 'injury'), ('incident', 'injury', '1'), ('injury', '1', 'injury'), ('1', 'injury', '16th'), ('injury', '16th', 'roxbury'), ('16th', 'roxbury', 'recently'), ('roxbury', 'recently', 'one'), ('recently', 'one', 'person'), ('one', 'person', 'complained')]",-0.033333333333333326,0.325,negative,objective
"[('double', 'homicide', 'happened'), ('homicide', 'happened', 'around'), ('happened', 'around', '4'), ('around', '4', '15'), ('4', '15', '7600'), ('15', '7600', 'block'), ('7600', 'block', 'south'), ('block', 'south', 'tacoma'), ('south', 'tacoma', 'way'), ('tacoma', 'way', 'tacoma'), ('way', 'tacoma', 'arrived'), ('tacoma', 'arrived', 'scene')]",0.0,0.0,neutral,objective
"[('barrier', 'necessary', 'amid'), ('necessary', 'amid', 'ongoing'), ('amid', 'ongoing', 'protest'), ('ongoing', 'protest', 'arson'), ('protest', 'arson', 'threat'), ('arson', 'threat', 'reclaiming'), ('threat', 'reclaiming', 'building'), ('reclaiming', 'building', 'following'), ('building', 'following', 'chop'), ('following', 'chop', 'sweep')]",0.0,0.4600000000000001,neutral,objective
"[('washington', 'c', 'report'), ('c', 'report', 'u'), ('report', 'u', 'capitol'), ('u', 'capitol', 'revealing'), ('capitol', 'revealing', 'inefficiency'), ('revealing', 'inefficiency', 'operation'), ('inefficiency', 'operation', 'leading')]",0.0,0.0,neutral,objective
"[('department', 'chocolate', 'story'), ('chocolate', 'story', 'go'), ('story', 'go', 'way'), ('go', 'way', 'england'), ('way', 'england', 'chocolate'), ('england', 'chocolate', 'story'), ('chocolate', 'story', 'go'), ('story', 'go', 'way'), ('go', 'way', 'england'), ('way', 'england', 'charles')]",0.0,0.0,neutral,objective
"[('last', 'month', 'traffic'), ('month', 'traffic', 'stop'), ('traffic', 'stop', 'minnesota'), ('stop', 'minnesota', 'turned'), ('minnesota', 'turned', 'deadly'), ('turned', 'deadly', 'first'), ('deadly', 'first', 'within'), ('first', 'within', 'existing'), ('within', 'existing', 'looking'), ('existing', 'looking', 'practice')]",0.11000000000000001,0.29333333333333333,positive,objective
"[('day', 'concrete', 'wall'), ('concrete', 'wall', 'came'), ('wall', 'came', 'protester'), ('came', 'protester', 'launched'), ('protester', 'launched', 'new'), ('launched', 'new', 'attack'), ('new', 'attack', 'east'), ('attack', 'east', 'precinct')]",0.14181818181818182,0.39272727272727276,positive,objective
"[('man', 'found', 'dead'), ('found', 'dead', 'near'), ('dead', 'near', 'vancouver'), ('near', 'vancouver', 'home'), ('vancouver', 'home', 'report'), ('home', 'report', 'gunshot'), ('report', 'gunshot', 'uptown'), ('gunshot', 'uptown', 'village'), ('uptown', 'village', 'neighborhood'), ('village', 'neighborhood', 'vancouver'), ('neighborhood', 'vancouver', 'responded'), ('vancouver', 'responded', 'report')]",-0.05000000000000001,0.39999999999999997,negative,objective
"[('added', 'looking', 'signage'), ('looking', 'signage', 'defunding'), ('signage', 'defunding', 'demonstration'), ('defunding', 'demonstration', 'basically'), ('demonstration', 'basically', 'would'), ('basically', 'would', 'cut'), ('would', 'cut', '5'), ('cut', '5', 'million'), ('5', 'million', 'budget'), ('million', 'budget', 'though'), ('budget', 'though', 'numerous')]",0.0,0.5,neutral,subjective
"[('amount', 'gun', 'drug'), ('gun', 'drug', 'et'), ('drug', 'et', 'cetera'), ('et', 'cetera', 'confiscated'), ('cetera', 'confiscated', 'place'), ('confiscated', 'place', 'personal'), ('place', 'personal', 'use'), ('personal', 'use', 'good'), ('use', 'good', 'reason'), ('good', 'reason', 'sammamish'), ('reason', 'sammamish', 'chief'), ('sammamish', 'chief', 'dan')]",0.3499999999999999,0.45,positive,objective
"[('searching', 'person', 'shot'), ('person', 'shot', 'man'), ('shot', 'man', 'detective'), ('man', 'detective', 'valerie'), ('detective', 'valerie', 'carson'), ('valerie', 'carson', 'spokesperson')]",0.0,0.0,neutral,objective
"[('victim', 'sort', 'crime'), ('sort', 'crime', 'within'), ('crime', 'within', 'secured'), ('within', 'secured', 'parking'), ('secured', 'parking', 'garage'), ('parking', 'garage', 'please'), ('garage', 'please', 'sure'), ('please', 'sure', 'report'), ('sure', 'report', 'property'), ('report', 'property', 'manager'), ('property', 'manager', 'well')]",0.35625,0.6791666666666667,positive,subjective
"[('edmonds', 'say', '34'), ('say', '34', 'year'), ('34', 'year', 'old'), ('year', 'old', 'edmonds'), ('old', 'edmonds', 'man'), ('edmonds', 'man', 'custody'), ('man', 'custody', 'held'), ('custody', 'held', 'lee'), ('held', 'lee', 'county'), ('lee', 'county', 'jail'), ('county', 'jail', 'florida'), ('jail', 'florida', 'awaiting'), ('florida', 'awaiting', 'extradition'), ('awaiting', 'extradition', 'hearing')]",4.625929269271485e-18,0.10000000000000002,negative,objective
"[('partnership', 'might', 'stopped'), ('might', 'stopped', 'really'), ('stopped', 'really', 'kind'), ('really', 'kind', 'goal'), ('kind', 'goal', 'go'), ('goal', 'go', 'removal'), ('go', 'removal', 'time'), ('removal', 'time', 'project')]",0.5,0.725,positive,subjective
"[('jevon', 'pine', 'lawsuit'), ('pine', 'lawsuit', 'filed'), ('lawsuit', 'filed', 'march'), ('filed', 'march', '30'), ('march', '30', 'u'), ('30', 'u', 'district'), ('u', 'district', 'court'), ('district', 'court', 'alleges'), ('court', 'alleges', 'acted'), ('alleges', 'acted', 'wantonly'), ('acted', 'wantonly', 'oppressively'), ('wantonly', 'oppressively', 'tackled')]",0.0,0.0,neutral,objective
"[('partnership', 'davidson', 'left'), ('davidson', 'left', 'patrol'), ('left', 'patrol', 'job'), ('patrol', 'job', 'everett'), ('job', 'everett', 'join'), ('everett', 'join', 'renton'), ('join', 'renton', 'nordean'), ('renton', 'nordean', 'became')]",0.0,0.0,neutral,objective
"[('commenters', 'mentioned', 'juarez'), ('mentioned', 'juarez', 'case'), ('juarez', 'case', 'flagged'), ('case', 'flagged', 'kennewick'), ('flagged', 'kennewick', 'follow'), ('kennewick', 'follow', 'every'), ('follow', 'every', 'tip'), ('every', 'tip', 'come'), ('tip', 'come', 'kennewick'), ('come', 'kennewick', 'lt')]",0.0,0.0,neutral,objective
"[('oklahoma', 'city', 'oklahoma'), ('city', 'oklahoma', 'city'), ('oklahoma', 'city', 'shot'), ('city', 'shot', 'driver'), ('shot', 'driver', 'crashed'), ('driver', 'crashed', 'car'), ('crashed', 'car', 'patrol'), ('car', 'patrol', 'vehicle'), ('patrol', 'vehicle', 'opened'), ('vehicle', 'opened', 'fire'), ('opened', 'fire', 'investigator')]",0.0,0.0,neutral,objective
"[('action', 'reflect', 'moral'), ('reflect', 'moral', 'compass'), ('moral', 'compass', 'agency'), ('compass', 'agency', '19'), ('agency', '19', 'year'), ('19', 'year', 'veteran'), ('year', 'veteran', 'long'), ('veteran', 'long', 'branch')]",0.0,0.18333333333333332,neutral,objective
"[('turn', 'harbor', 'patrol'), ('harbor', 'patrol', 'pulled'), ('patrol', 'pulled', 'kayak'), ('pulled', 'kayak', 'water'), ('kayak', 'water', 'afternoon'), ('water', 'afternoon', 'blotter'), ('afternoon', 'blotter', 'published'), ('blotter', 'published', 'video'), ('published', 'video', 'rescue')]",0.0,0.0,neutral,objective
"[('latest', 'surge', 'gun'), ('surge', 'gun', 'violence'), ('gun', 'violence', 'far'), ('violence', 'far', 'year'), ('far', 'year', 'according'), ('year', 'according', '147'), ('according', '147', 'shooting')]",0.19999999999999998,0.975,positive,subjective
"[('last', 'six', 'month'), ('six', 'month', 'fire'), ('month', 'fire', 'responded'), ('fire', 'responded', 'albert'), ('responded', 'albert', 'davis'), ('albert', 'davis', 'park'), ('davis', 'park', 'general'), ('park', 'general', 'area'), ('general', 'area', '90'), ('area', '90', 'time')]",0.03750000000000001,0.39166666666666666,negative,objective
"[('edwin', 'buyten', 'hawaii'), ('buyten', 'hawaii', 'smriti'), ('hawaii', 'smriti', 'saxena'), ('smriti', 'saxena', 'died'), ('saxena', 'died', 'homicidal'), ('died', 'homicidal', 'violence'), ('homicidal', 'violence', 'undetermined'), ('violence', 'undetermined', 'mean'), ('undetermined', 'mean', 'buyten'), ('mean', 'buyten', 'phone')]",-0.3125,0.6875,negative,subjective
"[('one', 'colleague', 'lexi'), ('colleague', 'lexi', 'adored'), ('lexi', 'adored', 'girl'), ('adored', 'girl', 'referred'), ('girl', 'referred', 'bonus'), ('referred', 'bonus', 'daughter'), ('bonus', 'daughter', 'post'), ('daughter', 'post', 'say'), ('post', 'say', 'interim'), ('say', 'interim', 'chief'), ('interim', 'chief', 'adrian'), ('chief', 'adrian', 'diaz'), ('adrian', 'diaz', 'harris')]",0.0,0.0,neutral,objective
"[('pd', 'mourns', 'fallen'), ('mourns', 'fallen', 'alexandra'), ('fallen', 'alexandra', 'lexi'), ('alexandra', 'lexi', 'harris'), ('lexi', 'harris', 'struck'), ('harris', 'struck', 'vehicle'), ('struck', 'vehicle', 'helping'), ('vehicle', 'helping', 'others'), ('helping', 'others', 'involved'), ('others', 'involved', 'crash'), ('involved', 'crash', '5')]",0.0,0.0,neutral,objective
"[('duty', 'struck', 'early'), ('struck', 'early', 'sunday'), ('early', 'sunday', 'stopped'), ('sunday', 'stopped', 'assist'), ('stopped', 'assist', 'accident'), ('assist', 'accident', '5')]",0.10000000000000002,0.3,positive,objective
"[('flag', 'outside', 'west'), ('outside', 'west', 'precinct'), ('west', 'precinct', 'half'), ('precinct', 'half', 'staff'), ('half', 'staff', 'honor'), ('staff', 'honor', 'duty'), ('honor', 'duty', '5'), ('duty', '5', 'ktth'), ('5', 'ktth', 'jason'), ('ktth', 'jason', 'rantz')]",-0.1,0.12,negative,objective
"[('man', 'arrested', 'washington'), ('arrested', 'washington', 'state'), ('washington', 'state', 'patrol'), ('state', 'patrol', 'swat'), ('patrol', 'swat', 'team'), ('swat', 'team', 'late'), ('team', 'late', 'thursday'), ('late', 'thursday', 'evening'), ('thursday', 'evening', 'hotel'), ('evening', 'hotel', 'near'), ('hotel', 'near', 'eastgate'), ('near', 'eastgate', 'area')]",-0.09999999999999999,0.49999999999999994,negative,objective
"[('wednesday', 'fellow', 'honored'), ('fellow', 'honored', 'lexi'), ('honored', 'lexi', 'harris'), ('lexi', 'harris', 'way'), ('harris', 'way', 'home'), ('way', 'home', 'shift'), ('home', 'shift', 'early'), ('shift', 'early', 'sunday'), ('early', 'sunday', 'morning')]",0.10000000000000002,0.3,positive,objective
"[('earlier', 'year', 'russell'), ('year', 'russell', 'elli'), ('russell', 'elli', 'neared'), ('elli', 'neared', 'end'), ('neared', 'end', 'late'), ('end', 'late', 'shift'), ('late', 'shift', 'university'), ('shift', 'university', 'washington'), ('university', 'washington', 'campus')]",-0.22499999999999998,0.5750000000000001,negative,subjective
"[('one', 'current', 'guild'), ('current', 'guild', 'president'), ('guild', 'president', 'mike'), ('president', 'mike', 'solan'), ('mike', 'solan', 'office'), ('solan', 'office', 'accountability'), ('office', 'accountability', 'opa'), ('accountability', 'opa', 'initial'), ('opa', 'initial', 'investigation')]",0.0,0.2,neutral,objective
"[('eight', 'leading', 'candidate'), ('leading', 'candidate', 'running'), ('candidate', 'running', 'mayor'), ('running', 'mayor', 'diverse'), ('mayor', 'diverse', 'view'), ('diverse', 'view', 'restore'), ('view', 'restore', 'confidence')]",0.0,0.0,neutral,objective
"[('alexandra', 'b', 'lexi'), ('b', 'lexi', 'harris'), ('lexi', 'harris', 'struck'), ('harris', 'struck', 'motorist'), ('struck', 'motorist', '5')]",0.0,0.0,neutral,objective
"[('jeremiah', 'neumann', 'recalled'), ('neumann', 'recalled', 'moment'), ('recalled', 'moment', 'fiancée'), ('moment', 'fiancée', 'alexandra'), ('fiancée', 'alexandra', 'lexi'), ('alexandra', 'lexi', 'brenneman'), ('lexi', 'brenneman', 'harris'), ('brenneman', 'harris', 'decided'), ('harris', 'decided', 'become'), ('decided', 'become', 'cop'), ('become', 'cop', 'driving'), ('cop', 'driving', 'north')]",0.0,0.0,neutral,objective
"[('mass', 'resignation', 'similar'), ('resignation', 'similar', 'episode'), ('similar', 'episode', 'june'), ('episode', 'june', '2020'), ('june', '2020', '57'), ('2020', '57', 'buffalo'), ('57', 'buffalo', 'emergency'), ('buffalo', 'emergency', 'response'), ('emergency', 'response', 'team'), ('response', 'team', 'special'), ('team', 'special', 'squad')]",0.14285714285714285,0.4685714285714286,positive,objective
"[('marysville', 'pd', 'danielle'), ('pd', 'danielle', 'rusch'), ('danielle', 'rusch', 'responded'), ('rusch', 'responded', 'developed'), ('responded', 'developed', 'information'), ('developed', 'information', 'rifle'), ('information', 'rifle', 'location'), ('rifle', 'location', 'contacted'), ('location', 'contacted', 'robbery'), ('contacted', 'robbery', 'unit'), ('robbery', 'unit', 'detective')]",0.10000000000000002,0.3,positive,objective
"[('duty', 'alexandra', 'b'), ('alexandra', 'b', 'lexi'), ('b', 'lexi', 'harris'), ('lexi', 'harris', 'struck'), ('harris', 'struck', 'motorist')]",0.0,0.0,neutral,objective
"[('various', 'people', 'recognized'), ('people', 'recognized', 'willoughby'), ('recognized', 'willoughby', 'picture'), ('willoughby', 'picture', 'released'), ('picture', 'released', 'relative'), ('released', 'relative', 'willoughby'), ('relative', 'willoughby', 'also'), ('willoughby', 'also', 'confirmed')]",0.08,0.3,negative,objective
"[('came', 'next', 'day'), ('next', 'day', 'look'), ('day', 'look', 'sparked'), ('look', 'sparked', 'decision'), ('sparked', 'decision', 'led'), ('decision', 'led', 'abandonment'), ('led', 'abandonment', 'east'), ('abandonment', 'east', 'precinct'), ('east', 'precinct', '12th')]",0.0,0.0,neutral,objective
"[('according', 'marysville', 'rifle'), ('marysville', 'rifle', 'found'), ('rifle', 'found', 'buried'), ('found', 'buried', 'backyard'), ('buried', 'backyard', 'home'), ('backyard', 'home', 'near'), ('home', 'near', '83rd'), ('near', '83rd', 'avenue'), ('83rd', 'avenue', 'ne'), ('avenue', 'ne', 'soper'), ('ne', 'soper', 'hill'), ('soper', 'hill', 'road'), ('hill', 'road', 'wednesday')]",0.10000000000000002,0.4000000000000001,positive,objective
"[('flag', 'outside', 'west'), ('outside', 'west', 'precinct'), ('west', 'precinct', 'half'), ('precinct', 'half', 'staff'), ('half', 'staff', 'honor'), ('staff', 'honor', 'duty'), ('honor', 'duty', '5'), ('duty', '5', 'ktth'), ('5', 'ktth', 'jason'), ('ktth', 'jason', 'rantz')]",-0.1,0.12,negative,objective
"[('king', 'county', 'judge'), ('county', 'judge', 'saturday'), ('judge', 'saturday', 'found'), ('saturday', 'found', 'sufficient'), ('found', 'sufficient', 'probable'), ('sufficient', 'probable', 'cause'), ('probable', 'cause', 'continue'), ('cause', 'continue', 'holding'), ('continue', 'holding', 'man'), ('holding', 'man', 'accused'), ('man', 'accused', 'stealing'), ('accused', 'stealing', 'personal'), ('stealing', 'personal', 'vehicle')]",0.0,0.3,neutral,objective
"[('arvada', 'helped', 'respond'), ('helped', 'respond', 'investigate'), ('respond', 'investigate', 'attack'), ('investigate', 'attack', 'far'), ('attack', 'far', 'saddest'), ('far', 'saddest', 'day'), ('saddest', 'day', 'williams'), ('day', 'williams', 'mayor')]",0.10000000000000002,1.0,positive,subjective
"[('investigator', 'working', 'determine'), ('working', 'determine', 'suspect'), ('determine', 'suspect', 'custody'), ('suspect', 'custody', 'involved'), ('custody', 'involved', 'crime'), ('involved', 'crime', 'stopper'), ('crime', 'stopper', 'oakland'), ('stopper', 'oakland', 'oakland')]",0.0,0.0,neutral,objective
"[('proposal', 'cut', '2'), ('cut', '2', '83'), ('2', '83', 'million'), ('83', 'million', 'budget'), ('million', 'budget', 'almost'), ('budget', 'almost', 'decade'), ('almost', 'decade', 'federal'), ('decade', 'federal', 'oversight')]",0.0,0.0,neutral,objective
"[('organized', 'retail', 'theft'), ('retail', 'theft', 'sgt'), ('theft', 'sgt', 'randy'), ('sgt', 'randy', 'huserik'), ('randy', 'huserik', 'retail'), ('huserik', 'retail', 'theft'), ('retail', 'theft', 'operation'), ('theft', 'operation', 'arrested'), ('operation', 'arrested', 'people'), ('arrested', 'people', 'nine'), ('people', 'nine', 'store'), ('nine', 'store', 'including')]",0.0,0.0,neutral,objective
"[('seen', 'photo', 'posted'), ('photo', 'posted', 'stolen'), ('posted', 'stolen', 'merchandise'), ('stolen', 'merchandise', 'included'), ('merchandise', 'included', 'clothing'), ('included', 'clothing', 'tide'), ('clothing', 'tide', 'pod'), ('tide', 'pod', 'utility'), ('pod', 'utility', 'knife'), ('utility', 'knife', 'small'), ('knife', 'small', 'appliance'), ('small', 'appliance', 'backpack'), ('appliance', 'backpack', 'sunglass'), ('backpack', 'sunglass', 'bottle')]",-0.25,0.4000000000000001,negative,objective
"[('lawsuit', 'filed', 'attorney'), ('filed', 'attorney', 'gabriel'), ('attorney', 'gabriel', 'galanda'), ('gabriel', 'galanda', 'alleges'), ('galanda', 'alleges', 'poulsbo'), ('alleges', 'poulsbo', 'lax'), ('poulsbo', 'lax', 'de'), ('lax', 'de', 'escalation'), ('de', 'escalation', 'training')]",0.0,0.0,neutral,objective
"[('time', 'append', 'comment'), ('append', 'comment', 'thread'), ('comment', 'thread', 'story'), ('thread', 'story', 'wire'), ('story', 'wire', 'service'), ('wire', 'service', 'associated'), ('service', 'associated', 'press'), ('associated', 'press', 'new'), ('press', 'new', 'york'), ('new', 'york', 'time'), ('york', 'time', 'washington'), ('time', 'washington', 'post')]",0.13636363636363635,0.45454545454545453,positive,objective
"[('council', 'proposal', 'ballot'), ('proposal', 'ballot', 'measure'), ('ballot', 'measure', 'aim'), ('measure', 'aim', 'amend'), ('aim', 'amend', 'minneapolis'), ('amend', 'minneapolis', 'charter'), ('minneapolis', 'charter', 'replace'), ('charter', 'replace', 'new'), ('replace', 'new', 'public'), ('new', 'public', 'safety')]",0.08181818181818182,0.2993939393939394,negative,objective
"[('responded', 'area', 'near'), ('area', 'near', '33rd'), ('near', '33rd', 'avenue'), ('33rd', 'avenue', 'south'), ('avenue', 'south', 'south'), ('south', 'south', 'byron'), ('south', 'byron', 'street'), ('byron', 'street', 'around'), ('street', 'around', '7'), ('around', '7', '30'), ('7', '30', 'p'), ('30', 'p', 'according'), ('p', 'according', 'statement')]",0.10000000000000002,0.4000000000000001,positive,objective
"[('man', 'sentenced', 'u'), ('sentenced', 'u', 'district'), ('u', 'district', 'court'), ('district', 'court', 'thursday'), ('court', 'thursday', 'five'), ('thursday', 'five', 'year'), ('five', 'year', 'prison'), ('year', 'prison', 'setting'), ('prison', 'setting', 'car'), ('setting', 'car', 'fire')]",0.0,0.0,neutral,objective
"[('honolulu', 'ap', 'civil'), ('ap', 'civil', 'right'), ('civil', 'right', 'activist'), ('right', 'activist', 'rev'), ('activist', 'rev', 'al'), ('rev', 'al', 'sharpton'), ('al', 'sharpton', 'condemning'), ('sharpton', 'condemning', 'honolulu'), ('condemning', 'honolulu', 'fatal'), ('honolulu', 'fatal', 'black'), ('fatal', 'black', 'man'), ('black', 'man', 'various')]",0.051020408163265314,0.4867346938775511,negative,objective
"[('tacoma', 'man', 'pleaded'), ('man', 'pleaded', 'guilty'), ('pleaded', 'guilty', 'arson'), ('guilty', 'arson', 'setting'), ('arson', 'setting', 'fire'), ('setting', 'fire', 'building'), ('fire', 'building', 'last'), ('building', 'last', 'year'), ('last', 'year', 'u'), ('year', 'u', 'attorney'), ('u', 'attorney', 'office'), ('attorney', 'office', 'wednesday')]",-0.25,0.5333333333333334,negative,subjective
"[('paul', 'kiefer', 'tuesday'), ('kiefer', 'tuesday', 'city'), ('tuesday', 'city', 'council'), ('city', 'council', 'rejected'), ('council', 'rejected', 'proposal'), ('rejected', 'proposal', 'cut'), ('proposal', 'cut', '2'), ('cut', '2', '83'), ('2', '83', 'million'), ('83', 'million', 'budget'), ('million', 'budget', 'bringing'), ('budget', 'bringing', 'end')]",0.0,0.0,neutral,objective
"[('building', 'car', 'damaged'), ('car', 'damaged', 'several'), ('damaged', 'several', 'member'), ('several', 'member', 'los'), ('member', 'los', 'angeles'), ('los', 'angeles', 'injured'), ('angeles', 'injured', 'bomb'), ('injured', 'bomb', 'squad'), ('bomb', 'squad', 'process'), ('squad', 'process', 'seizing')]",0.0,0.0,neutral,objective
"[('almost', '275', 'left'), ('275', 'left', 'since'), ('left', 'since', '2020'), ('since', '2020', 'staffing'), ('2020', 'staffing', 'crisis'), ('staffing', 'crisis', 'never'), ('crisis', 'never', 'worse'), ('never', 'worse', 'lowest'), ('worse', 'lowest', 'number')]",0.0,0.3,neutral,objective
"[('city', 'council', 'effort'), ('council', 'effort', 'rein'), ('effort', 'rein', 'use'), ('rein', 'use', 'crowd'), ('use', 'crowd', 'control'), ('crowd', 'control', 'weapon'), ('control', 'weapon', 'restarted'), ('weapon', 'restarted', 'week'), ('restarted', 'week', 'new'), ('week', 'new', 'proposal'), ('new', 'proposal', 'hoped')]",0.13636363636363635,0.45454545454545453,positive,objective
"[('atlanta', 'airport', 'drug'), ('airport', 'drug', 'interdiction'), ('drug', 'interdiction', 'k9'), ('interdiction', 'k9', 'alerted'), ('k9', 'alerted', 'five'), ('alerted', 'five', 'suitcase'), ('five', 'suitcase', 'unloaded'), ('suitcase', 'unloaded', 'may'), ('unloaded', 'may', '26'), ('may', '26', 'flight')]",0.0,0.0,neutral,objective
"[('city', 'councilmember', 'lisa'), ('councilmember', 'lisa', 'herbold'), ('lisa', 'herbold', 'introduced'), ('herbold', 'introduced', 'latest'), ('introduced', 'latest', 'version'), ('latest', 'version', 'legislation'), ('version', 'legislation', 'intended'), ('legislation', 'intended', 'restrict'), ('intended', 'restrict', 'use')]",0.5,0.9,positive,subjective
"[('gbi', 'investigating', 'involved'), ('investigating', 'involved', 'request'), ('involved', 'request', 'holly'), ('request', 'holly', 'spring'), ('holly', 'spring', 'holly'), ('spring', 'holly', 'spring'), ('holly', 'spring', 'died')]",0.0,0.0,neutral,objective
"[('city', 'council', 'proposed'), ('council', 'proposed', 'moving'), ('proposed', 'moving', 'dispatch'), ('moving', 'dispatch', 'center'), ('dispatch', 'center', 'part'), ('center', 'part', 'plan'), ('part', 'plan', 'shift'), ('plan', 'shift', 'function'), ('shift', 'function', 'fund'), ('function', 'fund', 'away'), ('fund', 'away', 'last'), ('away', 'last', 'year'), ('last', 'year', 'develop'), ('year', 'develop', 'crisis')]",-0.05000000000000001,0.08333333333333333,negative,objective
"[('austin', 'texas', 'ap'), ('texas', 'ap', 'arrested'), ('ap', 'arrested', 'one'), ('arrested', 'one', 'suspect'), ('one', 'suspect', 'searching'), ('suspect', 'searching', 'another'), ('searching', 'another', 'austin'), ('another', 'austin', 'news'), ('austin', 'news', 'release'), ('news', 'release', 'u')]",0.0,0.0,neutral,objective
"[('body', 'recovered', 'elliott'), ('recovered', 'elliott', 'bay'), ('elliott', 'bay', 'near'), ('bay', 'near', 'pier'), ('near', 'pier', '55'), ('pier', '55', '56'), ('55', '56', 'monday'), ('56', 'monday', 'afternoon'), ('monday', 'afternoon', 'according'), ('afternoon', 'according', 'water'), ('according', 'water', 'rescue'), ('water', 'rescue', 'response'), ('rescue', 'response', 'team')]",0.10000000000000002,0.4000000000000001,positive,objective
"[('anchorage', 'alaska', 'ap'), ('alaska', 'ap', 'anchorage'), ('ap', 'anchorage', 'proposing'), ('anchorage', 'proposing', 'uniformed'), ('proposing', 'uniformed', 'wear'), ('uniformed', 'wear', 'body'), ('wear', 'body', 'camera'), ('body', 'camera', 'time'), ('camera', 'time', 'duty'), ('time', 'duty', 'record')]",0.0,0.0,neutral,objective
"[('announced', '186', 'hire'), ('186', 'hire', 'replace'), ('hire', 'replace', 'left'), ('replace', 'left', 'last'), ('left', 'last', 'year'), ('last', 'year', 'hired'), ('year', 'hired', '20'), ('hired', '20', 'new')]",0.01948051948051948,0.09350649350649351,negative,objective
"[('anyone', 'information', 'woman'), ('information', 'woman', 'death'), ('woman', 'death', 'asked'), ('death', 'asked', 'violent'), ('asked', 'violent', 'crime'), ('violent', 'crime', 'tip'), ('crime', 'tip', 'line'), ('tip', 'line', '206'), ('line', '206', '233'), ('206', '233', '5000')]",-0.8000000000000002,1.0,negative,subjective
"[('june', '28', 'one'), ('28', 'one', 'hottest'), ('one', 'hottest', 'day'), ('hottest', 'day', 'record'), ('day', 'record', 'suspect'), ('record', 'suspect', 'opened'), ('suspect', 'opened', 'resulted'), ('opened', 'resulted', 'nearly'), ('resulted', 'nearly', '400'), ('nearly', '400', 'call')]",0.10000000000000002,0.4000000000000001,positive,objective
"[('suspect', 'arrested', 'taken'), ('arrested', 'taken', 'custody'), ('taken', 'custody', 'minneapolis'), ('custody', 'minneapolis', 'confirmed'), ('minneapolis', 'confirmed', 'twitter'), ('confirmed', 'twitter', 'statement'), ('twitter', 'statement', 'provide'), ('statement', 'provide', 'information')]",0.4000000000000001,1.0,positive,subjective
"[('arson', 'bomb', 'squad'), ('bomb', 'squad', 'investigator'), ('squad', 'investigator', 'called'), ('investigator', 'called', 'scene'), ('called', 'scene', 'standard'), ('scene', 'standard', 'procedure'), ('standard', 'procedure', 'fire'), ('procedure', 'fire', 'fatality')]",0.0,0.0,neutral,objective
"[('helen', 'columbia', 'county'), ('columbia', 'county', 'sheriff'), ('county', 'sheriff', 'office'), ('sheriff', 'office', 'personal'), ('office', 'personal', 'use'), ('personal', 'use', 'failing'), ('use', 'failing', 'package'), ('failing', 'package', 'disposal'), ('package', 'disposal', 'july'), ('disposal', 'july', '2019'), ('july', '2019', 'november'), ('2019', 'november', '2020')]",0.0,0.3,neutral,objective
"[('since', 'anniversary', 'george'), ('anniversary', 'george', 'floyd'), ('george', 'floyd', 'murder'), ('floyd', 'murder', 'minneapolis'), ('murder', 'minneapolis', 'derek'), ('minneapolis', 'derek', 'chauvin'), ('derek', 'chauvin', 'may'), ('chauvin', 'may', '25'), ('may', '25', 'cathedral'), ('25', 'cathedral', 'capitol'), ('cathedral', 'capitol', 'hill'), ('capitol', 'hill', 'neighborhood')]",0.0,0.0,neutral,objective
