description,polarity,subjectivity,polarity2,subjectivity2
"[('finally', 'los', 'angeles'), ('los', 'angeles', 'cmdr'), ('angeles', 'cmdr', 'dave'), ('cmdr', 'dave', 'gascon'), ('dave', 'gascon', 'publicly'), ('gascon', 'publicly', 'declared'), ('publicly', 'declared', 'simpson'), ('declared', 'simpson', 'fugitive'), ('simpson', 'fugitive', 'search'), ('fugitive', 'search', 'began'), ('search', 'began', 'california'), ('began', 'california', 'highway'), ('california', 'highway', 'patrol'), ('highway', 'patrol', 'finally')]",0.0,0.44000000000000006,neutral,objective
"[('several', 'week', 'ago'), ('week', 'ago', 'bellingham'), ('ago', 'bellingham', 'received'), ('bellingham', 'received', 'complaint'), ('received', 'complaint', 'suspicious'), ('complaint', 'suspicious', 'activity'), ('suspicious', 'activity', 'business'), ('activity', 'business', 'surveillance'), ('business', 'surveillance', 'contact')]",-0.22499999999999998,0.15000000000000002,negative,objective
"[('senior', 'official', 'enumclaw'), ('official', 'enumclaw', 'agent'), ('enumclaw', 'agent', 'visited'), ('agent', 'visited', 'headquarters'), ('visited', 'headquarters', 'wednesday'), ('headquarters', 'wednesday', 'picked'), ('wednesday', 'picked', 'detailed'), ('picked', 'detailed', 'case')]",0.4,0.75,positive,subjective
"[('unknown', 'happened', 'suspect'), ('happened', 'suspect', 'started'), ('suspect', 'started', 'fighting'), ('started', 'fighting', 'patrick'), ('fighting', 'patrick', 'michaud')]",-0.1,0.6,negative,subjective
"[('man', 'later', 'booked'), ('later', 'booked', 'king'), ('booked', 'king', 'county'), ('king', 'county', 'jail'), ('county', 'jail', 'investigation'), ('jail', 'investigation', 'homicide'), ('investigation', 'homicide', 'official'), ('homicide', 'official', 'homicide'), ('official', 'homicide', 'unit'), ('homicide', 'unit', 'investigating')]",-0.06000000000000001,0.0,negative,objective
"[('sadiqa', 'sakin', 'heard'), ('sakin', 'heard', 'lower'), ('heard', 'lower', 'queen'), ('lower', 'queen', 'anne'), ('queen', 'anne', 'may'), ('anne', 'may', '8'), ('may', '8', 'immediately'), ('8', 'immediately', 'thought'), ('immediately', 'thought', 'son'), ('thought', 'son', 'shot')]",0.0,0.0,neutral,objective
"[('want', 'date', 'come'), ('date', 'come', 'stay'), ('come', 'stay', 'hotel'), ('stay', 'hotel', 'wrote'), ('hotel', 'wrote', 'probable'), ('wrote', 'probable', 'cause'), ('probable', 'cause', 'document')]",0.0,0.0,neutral,objective
"[('according', 'pleading', 'u'), ('pleading', 'u', 'district'), ('u', 'district', 'court'), ('district', 'court', 'docket'), ('court', 'docket', 'appellate'), ('docket', 'appellate', 'court'), ('appellate', 'court', 'opinion'), ('court', 'opinion', 'dispatch'), ('opinion', 'dispatch', 'center'), ('dispatch', 'center', 'took'), ('center', 'took', '911')]",-0.10000000000000002,0.10000000000000002,negative,objective
"[('new', 'york', 'mary'), ('york', 'mary', 'max'), ('mary', 'max', '52'), ('max', '52', 'found'), ('52', 'found', 'dead'), ('found', 'dead', 'sunday'), ('dead', 'sunday', 'apartment'), ('sunday', 'apartment', 'husband'), ('apartment', 'husband', 'health'), ('husband', 'health', 'aide'), ('health', 'aide', 'married'), ('aide', 'married', 'since'), ('married', 'since', '1997')]",0.0409090909090909,0.3435064935064935,negative,objective
"[('identified', 'suspect', 'mantry'), ('suspect', 'mantry', 'norris'), ('mantry', 'norris', '20'), ('norris', '20', 'year'), ('20', 'year', 'old'), ('year', 'old', 'man'), ('old', 'man', 'large'), ('man', 'large', 'knife'), ('large', 'knife', 'cmdr'), ('knife', 'cmdr', 'dave'), ('cmdr', 'dave', 'leibman'), ('dave', 'leibman', 'renton')]",0.15714285714285717,0.31428571428571433,positive,objective
"[('rolled', 'updated', 'micro'), ('updated', 'micro', 'community'), ('micro', 'community', 'policing'), ('community', 'policing', 'plan'), ('policing', 'plan', 'crime'), ('plan', 'crime', 'data'), ('crime', 'data', 'neighborhood'), ('data', 'neighborhood', 'agency'), ('neighborhood', 'agency', 'released'), ('agency', 'released', 'crime')]",0.0,0.0,neutral,objective
"[('day', 'earlier', 'renton'), ('earlier', 'renton', 'detective'), ('renton', 'detective', 'asked'), ('detective', 'asked', 'vianne'), ('asked', 'vianne', 'knew'), ('vianne', 'knew', 'whether'), ('knew', 'whether', 'stacy'), ('whether', 'stacy', 'enemy'), ('stacy', 'enemy', 'vianne'), ('enemy', 'vianne', 'think')]",0.0,0.5,neutral,subjective
"[('twelve', 'people', 'arrested'), ('people', 'arrested', 'friday'), ('arrested', 'friday', 'suspicion'), ('friday', 'suspicion', 'selling'), ('suspicion', 'selling', 'drug'), ('selling', 'drug', 'outstanding'), ('drug', 'outstanding', 'warrant')]",0.5,0.875,positive,subjective
"[('north', 'resident', 'reported'), ('resident', 'reported', 'seeing'), ('reported', 'seeing', 'smoke'), ('seeing', 'smoke', 'fire'), ('smoke', 'fire', 'neighborhood'), ('fire', 'neighborhood', 'wednesday'), ('neighborhood', 'wednesday', 'night'), ('wednesday', 'night', 'according')]",0.0,0.0,neutral,objective
"[('san', 'francisco', 'banned'), ('francisco', 'banned', 'sale'), ('banned', 'sale', 'e'), ('sale', 'e', 'cigarette'), ('e', 'cigarette', 'latest'), ('cigarette', 'latest', 'move'), ('latest', 'move', 'ban'), ('move', 'ban', 'product'), ('ban', 'product', 'like'), ('product', 'like', 'protect'), ('like', 'protect', 'public'), ('protect', 'public', 'making'), ('public', 'making', 'decision')]",0.25,0.48333333333333345,positive,objective
"[('people', 'died', 'hospital'), ('died', 'hospital', 'washougal'), ('hospital', 'washougal', 'incident'), ('washougal', 'incident', 'happened'), ('incident', 'happened', '5'), ('happened', '5', 'p'), ('5', 'p', 'sandy'), ('p', 'sandy', 'swimming'), ('sandy', 'swimming', 'hole'), ('swimming', 'hole', 'park')]",0.0,0.0,neutral,objective
"[('kept', 'saying', 'chicago'), ('saying', 'chicago', 'identified'), ('chicago', 'identified', 'person'), ('identified', 'person', 'brother'), ('person', 'brother', 'bennett'), ('brother', 'bennett', 'johnson'), ('bennett', 'johnson', 'told'), ('johnson', 'told', 'station')]",0.0,0.0,neutral,objective
"[('recently', 'erected', 'billboard'), ('erected', 'billboard', 'indianapolis'), ('billboard', 'indianapolis', 'recruit'), ('indianapolis', 'recruit', 'hoosier'), ('recruit', 'hoosier', 'force'), ('hoosier', 'force', 'washington'), ('force', 'washington', 'state')]",0.0,0.25,neutral,objective
"[('man', 'suspected', 'robbing'), ('suspected', 'robbing', 'woman'), ('robbing', 'woman', 'june'), ('woman', 'june', '12'), ('june', '12', '10000'), ('12', '10000', 'great'), ('10000', 'great', 'success'), ('great', 'success', 'steve'), ('success', 'steve', 'hirjak')]",0.5499999999999999,0.375,positive,objective
"[('teen', 'body', 'discovered'), ('body', 'discovered', 'underwater'), ('discovered', 'underwater', '1'), ('underwater', '1', '36'), ('1', '36', 'p'), ('36', 'p', 'monday'), ('p', 'monday', 'according'), ('monday', 'according', 'item'), ('according', 'item', 'posted'), ('item', 'posted', 'online'), ('posted', 'online', 'blotter')]",0.0,0.0,neutral,objective
"[('need', 'agent', 'area'), ('agent', 'area', 'really'), ('area', 'really', 'need'), ('really', 'need', 'daniel'), ('need', 'daniel', 'gilbert'), ('daniel', 'gilbert', 'dgilbert'), ('gilbert', 'dgilbert', 'seattletimes'), ('dgilbert', 'seattletimes', 'com')]",0.20000000000000004,0.20000000000000004,positive,objective
"[('firework', 'still', 'illegal'), ('still', 'illegal', 'enforcement'), ('illegal', 'enforcement', 'lack'), ('enforcement', 'lack', 'background'), ('lack', 'background', 'information'), ('background', 'information', 'received'), ('information', 'received', 'inquiry'), ('received', 'inquiry', '2017')]",-0.5,0.5,negative,subjective
"[('retired', 'major', 'crime'), ('major', 'crime', 'detective'), ('crime', 'detective', 'tukwila'), ('detective', 'tukwila', 'tpd'), ('tukwila', 'tpd', 'charged'), ('tpd', 'charged', 'pierce'), ('charged', 'pierce', 'county'), ('pierce', 'county', 'superior'), ('county', 'superior', 'court'), ('superior', 'court', 'possession'), ('court', 'possession', 'child')]",0.44499999999999995,0.74,positive,subjective
"[('editor', 'note', 'attached'), ('note', 'attached', 'video'), ('attached', 'video', 'originally'), ('video', 'originally', 'aired'), ('originally', 'aired', '2017'), ('aired', '2017', 'one'), ('2017', 'one', 'year'), ('one', 'year', 'everett'), ('year', 'everett', 'first'), ('everett', 'first', 'started'), ('first', 'started', 'partnering'), ('started', 'partnering', 'paari'), ('partnering', 'paari', 'everett')]",0.20357142857142854,0.55,positive,subjective
"[('policy', 'staffing', 'big'), ('staffing', 'big', 'picture'), ('big', 'picture', 'q'), ('picture', 'q', 'dominated'), ('q', 'dominated', 'west'), ('dominated', 'west', 'noticed'), ('west', 'noticed', 'two'), ('noticed', 'two', 'spot'), ('two', 'spot', 'high'), ('spot', 'high', 'profile'), ('high', 'profile', 'presence'), ('profile', 'presence', 'beach'), ('presence', 'beach', 'friday'), ('beach', 'friday', 'night')]",0.08,0.32,negative,objective
"[('man', 'shot', 'auburn'), ('shot', 'auburn', 'friday'), ('auburn', 'friday', 'dead'), ('friday', 'dead', 'dealing'), ('dead', 'dealing', 'commander'), ('dealing', 'commander', 'steve'), ('commander', 'steve', 'stocker'), ('steve', 'stocker', 'auburn')]",-0.20000000000000004,0.4000000000000001,negative,objective
"[('last', 'year', 'bomb'), ('year', 'bomb', 'squad'), ('bomb', 'squad', 'responded'), ('squad', 'responded', 'lake'), ('responded', 'lake', 'union'), ('lake', 'union', 'group'), ('union', 'group', 'volunteer'), ('group', 'volunteer', 'cleaning'), ('volunteer', 'cleaning', 'lake'), ('cleaning', 'lake', 'fourth'), ('lake', 'fourth', 'found'), ('fourth', 'found', 'unexploded')]",0.0,0.016666666666666666,neutral,objective
"[('one', 'hurt', 'appears'), ('hurt', 'appears', 'accident'), ('appears', 'accident', 'according'), ('accident', 'according', 'sergeant'), ('according', 'sergeant', 'ryan'), ('sergeant', 'ryan', 'boyle'), ('ryan', 'boyle', 'bonney'), ('boyle', 'bonney', 'lake'), ('bonney', 'lake', 'another'), ('lake', 'another', 'law'), ('another', 'law', 'enforcement')]",0.0,0.0,neutral,objective
"[('according', 'anchorage', 'hoffman'), ('anchorage', 'hoffman', '19'), ('hoffman', '19', 'lured'), ('19', 'lured', 'bank'), ('lured', 'bank', 'eklutna'), ('bank', 'eklutna', 'river'), ('eklutna', 'river', 'along'), ('river', 'along', 'thunderbird'), ('along', 'thunderbird', 'fall'), ('thunderbird', 'fall', 'hiking'), ('fall', 'hiking', 'trail')]",0.0,0.0,neutral,objective
"[('arrested', 'man', 'displayed'), ('man', 'displayed', 'sawed'), ('displayed', 'sawed', 'shotgun'), ('sawed', 'shotgun', 'behind'), ('shotgun', 'behind', 'alaska'), ('behind', 'alaska', 'junction'), ('alaska', 'junction', 'business'), ('junction', 'business', 'late'), ('business', 'late', 'friday'), ('late', 'friday', 'night'), ('friday', 'night', 'dispatched'), ('night', 'dispatched', '4700')]",-0.35000000000000003,0.65,negative,subjective
"[('new', 'survey', 'asking'), ('survey', 'asking', 'resident'), ('asking', 'resident', 'would'), ('resident', 'would', 'like'), ('would', 'like', 'prioritize'), ('like', 'prioritize', 'update'), ('prioritize', 'update', '102'), ('update', '102', 'year'), ('102', 'year', 'old'), ('year', 'old', 'ballard'), ('old', 'ballard', 'bridge'), ('ballard', 'bridge', 'biking'), ('bridge', 'biking', 'walking'), ('biking', 'walking', 'driving')]",0.1090909090909091,0.2636363636363636,positive,objective
"[('missing', 'despite', 'time'), ('despite', 'time', 'coverage'), ('time', 'coverage', 'death'), ('coverage', 'death', 'weight'), ('death', 'weight', 'put'), ('weight', 'put', 'native'), ('put', 'native', 'american'), ('native', 'american', 'ancestry'), ('american', 'ancestry', 'record')]",-0.05,0.0125,negative,objective
"[('mentally', 'ill', 'man'), ('ill', 'man', 'shot'), ('man', 'shot', 'tacoma'), ('shot', 'tacoma', 'proceed'), ('tacoma', 'proceed', 'tacoma'), ('proceed', 'tacoma', 'comment'), ('tacoma', 'comment', 'pending'), ('comment', 'pending', 'litigation')]",-0.5,1.0,negative,subjective
"[('declaring', 'city', 'council'), ('city', 'council', 'violated'), ('council', 'violated', 'u'), ('violated', 'u', 'constitutional'), ('u', 'constitutional', 'right'), ('constitutional', 'right', 'showbox'), ('right', 'showbox', 'property'), ('showbox', 'property', 'owner'), ('property', 'owner', 'king'), ('owner', 'king', 'county'), ('king', 'county', 'judge'), ('county', 'judge', 'friday'), ('judge', 'friday', 'voided')]",0.2857142857142857,0.5357142857142857,positive,subjective
"[('salt', 'lake', 'city'), ('lake', 'city', 'conducting'), ('city', 'conducting', 'missing'), ('conducting', 'missing', 'person'), ('missing', 'person', 'investigation'), ('person', 'investigation', 'disappearance'), ('investigation', 'disappearance', 'lueck'), ('disappearance', 'lueck', 'since'), ('lueck', 'since', 'first'), ('since', 'first', 'reported')]",-0.020000000000000018,0.16333333333333333,negative,objective
"[('property', 'face', 'massive'), ('face', 'massive', 'change'), ('massive', 'change', 'nhl'), ('change', 'nhl', 'plan'), ('nhl', 'plan', 'practice'), ('plan', 'practice', 'facility'), ('practice', 'facility', 'new'), ('facility', 'new', 'hockey'), ('new', 'hockey', 'team'), ('hockey', 'team', 'along'), ('team', 'along', 'change'), ('along', 'change', 'come'), ('change', 'come', 'new'), ('come', 'new', 'retail')]",0.08522727272727272,0.659090909090909,negative,subjective
"[('folk', 'park', 'afterhours'), ('park', 'afterhours', 'may'), ('afterhours', 'may', 'want'), ('may', 'want', 'go'), ('want', 'go', 'make'), ('go', 'make', 'sure'), ('make', 'sure', 'everything'), ('sure', 'everything', 'ok'), ('everything', 'ok', 'chief'), ('ok', 'chief', 'todd'), ('chief', 'todd', 'stancil'), ('todd', 'stancil', 'yelm')]",0.5,0.6944444444444443,positive,subjective
"[('time', 'identify', 'juvenile'), ('identify', 'juvenile', 'defendant'), ('juvenile', 'defendant', 'unless'), ('defendant', 'unless', 'charged'), ('unless', 'charged', '15'), ('charged', '15', 'year'), ('15', 'year', 'old'), ('year', 'old', 'went'), ('old', 'went', 'renton'), ('went', 'renton', 'june'), ('renton', 'june', '6')]",-0.07500000000000001,0.22499999999999998,negative,objective
"[('night', 'national', 'event'), ('national', 'event', 'promoted'), ('event', 'promoted', 'crime'), ('promoted', 'crime', 'prevention'), ('crime', 'prevention', 'designed'), ('prevention', 'designed', 'heighten'), ('designed', 'heighten', 'crime'), ('heighten', 'crime', 'prevention'), ('crime', 'prevention', 'awareness')]",0.0,0.0,neutral,objective
"[('one', 'one', 'handful'), ('one', 'handful', 'union'), ('handful', 'union', 'thrown'), ('union', 'thrown', 'support'), ('thrown', 'support', 'behind'), ('support', 'behind', 'gonzalez'), ('behind', 'gonzalez', 'teresa'), ('gonzalez', 'teresa', 'mosqueda'), ('teresa', 'mosqueda', 'well'), ('mosqueda', 'well', 'guild')]",-0.4000000000000001,0.6999999999999998,negative,subjective
"[('shanahan', 'former', 'resident'), ('former', 'resident', 'one'), ('resident', 'one', 'time'), ('one', 'time', 'boeing'), ('time', 'boeing', 'executive'), ('boeing', 'executive', 'spoke'), ('executive', 'spoke', 'publicly'), ('spoke', 'publicly', 'robert'), ('publicly', 'robert', 'retired'), ('robert', 'retired', 'detective'), ('retired', 'detective', 'longboat'), ('detective', 'longboat', 'key')]",0.0,0.19999999999999998,neutral,objective
"[('activist', 'jm', 'wong'), ('jm', 'wong', 'connected'), ('wong', 'connected', 'displacement'), ('connected', 'displacement', 'gentrification'), ('displacement', 'gentrification', 'raid'), ('gentrification', 'raid', 'massage'), ('raid', 'massage', 'parlor'), ('massage', 'parlor', 'cid'), ('parlor', 'cid', 'march')]",0.0,0.0,neutral,objective
"[('city', 'handle', 'seventh'), ('handle', 'seventh', 'avenue'), ('seventh', 'avenue', 'union'), ('avenue', 'union', 'street'), ('union', 'street', 'enforcement'), ('street', 'enforcement', 'done'), ('enforcement', 'done', 'news'), ('done', 'news', 'kiro'), ('news', 'kiro', '7'), ('kiro', '7', 'charged')]",0.0,0.0,neutral,objective
"[('however', 'king', 'county'), ('king', 'county', 'coalition'), ('county', 'coalition', 'homelessness'), ('coalition', 'homelessness', 'director'), ('homelessness', 'director', 'alison'), ('director', 'alison', 'eisinger'), ('alison', 'eisinger', 'bellevue'), ('eisinger', 'bellevue', 'allowed'), ('bellevue', 'allowed', 'process'), ('allowed', 'process', 'delayed'), ('process', 'delayed', 'sidetracked'), ('delayed', 'sidetracked', 'lack')]",0.0,0.0,neutral,objective
"[('29', 'year', 'old'), ('year', 'old', 'woman'), ('old', 'woman', 'told'), ('woman', 'told', 'gooding'), ('told', 'gooding', 'place'), ('gooding', 'place', 'hand'), ('place', 'hand', 'breast'), ('hand', 'breast', 'squeezed'), ('breast', 'squeezed', 'without'), ('squeezed', 'without', 'consent'), ('without', 'consent', 'sunday'), ('consent', 'sunday', 'night'), ('sunday', 'night', 'magic'), ('night', 'magic', 'hour'), ('magic', 'hour', 'rooftop'), ('hour', 'rooftop', 'bar')]",0.3,0.6,positive,subjective
"[('know', 'counting', 'also'), ('counting', 'also', 'right'), ('also', 'right', 'thing'), ('right', 'thing', 'message'), ('thing', 'message', 'edgewood'), ('message', 'edgewood', 'meantime')]",0.2857142857142857,0.5357142857142857,positive,subjective
"[('park', 'concerned', 'alki'), ('concerned', 'alki', 'resident'), ('alki', 'resident', 'always'), ('resident', 'always', 'work'), ('always', 'work', 'hard'), ('work', 'hard', 'keep'), ('hard', 'keep', 'area'), ('keep', 'area', 'clean'), ('area', 'clean', 'good'), ('clean', 'good', 'amount'), ('good', 'amount', 'litter'), ('amount', 'litter', 'removed'), ('litter', 'removed', '2½'), ('removed', '2½', 'hour'), ('2½', 'hour', 'event')]",0.25833333333333336,0.6138888888888889,positive,subjective
"[('mount', 'vernon', 'found'), ('vernon', 'found', 'bear'), ('found', 'bear', 'saturday'), ('bear', 'saturday', 'morning'), ('saturday', 'morning', '400'), ('morning', '400', 'block'), ('400', 'block', 'north'), ('block', 'north', '17th'), ('north', '17th', 'street'), ('17th', 'street', 'mount'), ('street', 'mount', 'vernon'), ('mount', 'vernon', 'according')]",0.0,0.0,neutral,objective
"[('business', 'take', 'care'), ('take', 'care', 'waterfront'), ('care', 'waterfront', 'milfoil'), ('waterfront', 'milfoil', 'removal'), ('milfoil', 'removal', 'around'), ('removal', 'around', 'lake'), ('around', 'lake', 'washington'), ('lake', 'washington', 'lake'), ('washington', 'lake', 'sammamish'), ('lake', 'sammamish', 'mercer'), ('sammamish', 'mercer', 'island'), ('mercer', 'island', 'kirkland'), ('island', 'kirkland', 'american'), ('kirkland', 'american', 'lake'), ('american', 'lake', 'milfoil')]",0.0,0.0,neutral,objective
"[('continuing', 'see', 'shot'), ('see', 'shot', 'fired'), ('shot', 'fired', 'gonzalez'), ('fired', 'gonzalez', 'shooting'), ('gonzalez', 'shooting', 'head'), ('shooting', 'head', 'deputy'), ('head', 'deputy', 'mayor'), ('deputy', 'mayor', 'gathered')]",0.0,0.0,neutral,objective
"[('marcia', 'harnden', 'bellevue'), ('harnden', 'bellevue', 'kay'), ('bellevue', 'kay', 'joubert'), ('kay', 'joubert', 'paw'), ('joubert', 'paw', 'animal'), ('paw', 'animal', 'shelter'), ('animal', 'shelter', 'told'), ('shelter', 'told', 'morning'), ('told', 'morning', 'news'), ('morning', 'news', '2015'), ('news', '2015', 'state'), ('2015', 'state', 'law'), ('state', 'law', 'give')]",0.0,0.0,neutral,objective
"[('12', '09', 'fire'), ('09', 'fire', 'headed'), ('fire', 'headed', 'dispatched'), ('headed', 'dispatched', 'flipped'), ('dispatched', 'flipped', 'car'), ('flipped', 'car', 'crash'), ('car', 'crash', '3700'), ('crash', '3700', 'block'), ('3700', 'block', 'sw'), ('block', 'sw', 'fire'), ('sw', 'fire', 'quick'), ('fire', 'quick', 'respond')]",0.3333333333333333,0.5,positive,subjective
"[('31', 'year', 'old'), ('year', 'old', 'de'), ('old', 'de', 'moines'), ('de', 'moines', 'man'), ('moines', 'man', 'convicted'), ('man', 'convicted', 'three'), ('convicted', 'three', 'federal'), ('three', 'federal', 'felony'), ('federal', 'felony', 'bellevue'), ('felony', 'bellevue', 'worked'), ('bellevue', 'worked', 'obtain'), ('worked', 'obtain', 'search')]",0.10000000000000002,0.20000000000000004,positive,objective
"[('kellogg', 'island', 'duwamish'), ('island', 'duwamish', 'river'), ('duwamish', 'river', 'east'), ('river', 'east', 'port'), ('east', 'port', 'terminal'), ('port', 'terminal', '107'), ('terminal', '107', 'park'), ('107', 'park', 'west'), ('park', 'west', 'marginal'), ('west', 'marginal', 'way'), ('marginal', 'way', 'puget'), ('way', 'puget', 'way'), ('puget', 'way', 'sw')]",0.0,0.0,neutral,objective
"[('city', 'puyallup', 'federal'), ('puyallup', 'federal', 'drug'), ('federal', 'drug', 'enforcement'), ('drug', 'enforcement', 'administration'), ('enforcement', 'administration', 'task'), ('administration', 'task', 'force'), ('task', 'force', 'tnet'), ('force', 'tnet', 'served'), ('tnet', 'served', 'search'), ('served', 'search', 'warrant'), ('search', 'warrant', 'licensed'), ('warrant', 'licensed', 'premise')]",0.0,0.0,neutral,objective
"[('high', 'tuesday', 'wednesday'), ('tuesday', 'wednesday', '84'), ('wednesday', '84', '86'), ('84', '86', 'degree'), ('86', 'degree', 'respectively'), ('degree', 'respectively', 'latter'), ('respectively', 'latter', 'would'), ('latter', 'would', 'represent'), ('would', 'represent', 'new'), ('represent', 'new', 'record'), ('new', 'record', 'high'), ('record', 'high', 'day')]",0.08890909090909091,0.30836363636363634,negative,objective
"[('got', 'cheer', 'sport'), ('cheer', 'sport', 'bar'), ('sport', 'bar', 'grill'), ('bar', 'grill', 'found'), ('grill', 'found', 'someone'), ('found', 'someone', 'waving'), ('someone', 'waving', 'knife'), ('waving', 'knife', 'threatening'), ('knife', 'threatening', 'hurt'), ('threatening', 'hurt', 'people'), ('hurt', 'people', 'according'), ('people', 'according', 'renton')]",0.0,0.0,neutral,objective
"[('mukilteo', 'began', 'investigating'), ('began', 'investigating', 'incident'), ('investigating', 'incident', 'several'), ('incident', 'several', 'victim'), ('several', 'victim', 'told'), ('victim', 'told', 'stone'), ('told', 'stone', 'drove'), ('stone', 'drove', 'abandoned'), ('drove', 'abandoned', 'parking'), ('abandoned', 'parking', 'lot')]",-0.037500000000000006,0.025000000000000005,negative,objective
"[('traffic', 'stand', 'still'), ('stand', 'still', 'new'), ('still', 'new', 'state'), ('new', 'state', 'route'), ('state', 'route', '99'), ('route', '99', 'tunnel'), ('99', 'tunnel', 'impact'), ('tunnel', 'impact', 'traffic'), ('impact', 'traffic', 'elsewhere'), ('traffic', 'elsewhere', 'city'), ('elsewhere', 'city', 'det')]",0.13636363636363635,0.45454545454545453,positive,objective
"[('kent', 'wash', 'new'), ('wash', 'new', 'hard'), ('new', 'hard', 'kent'), ('hard', 'kent', 'probably'), ('kent', 'probably', 'true'), ('probably', 'true', 'rookie'), ('true', 'rookie', 'class'), ('rookie', 'class', 'especially'), ('class', 'especially', 'curb'), ('especially', 'curb', 'appear')]",0.04867424242424242,0.6615530303030303,negative,subjective
"[('suquamish', 'kitsap', 'peninsula'), ('kitsap', 'peninsula', 'mince'), ('peninsula', 'mince', 'word'), ('mince', 'word', 'subject'), ('word', 'subject', 'leave'), ('subject', 'leave', 'child'), ('leave', 'child', 'pet'), ('child', 'pet', 'unattended'), ('pet', 'unattended', 'car'), ('unattended', 'car', 'anywhere')]",-0.16666666666666666,0.3333333333333333,negative,objective
"[('shooting', 'occurred', 'within'), ('occurred', 'within', 'boundary'), ('within', 'boundary', 'yakama'), ('boundary', 'yakama', 'reservation'), ('yakama', 'reservation', 'investigated'), ('reservation', 'investigated', 'county'), ('investigated', 'county', 'fbi'), ('county', 'fbi', 'yakama'), ('fbi', 'yakama', 'nation')]",0.0,0.0,neutral,objective
"[('yakima', 'county', 'sheriff'), ('county', 'sheriff', 'office'), ('sheriff', 'office', 'washington'), ('office', 'washington', 'state'), ('washington', 'state', 'patrol'), ('state', 'patrol', 'yakama'), ('patrol', 'yakama', 'tribal'), ('yakama', 'tribal', 'wapato'), ('tribal', 'wapato', 'toppenish')]",0.0,0.0,neutral,objective
"[('others', 'addiction', 'crisis'), ('addiction', 'crisis', 'driving'), ('crisis', 'driving', 'problem'), ('driving', 'problem', 'factor'), ('problem', 'factor', 'debate'), ('factor', 'debate', 'certainly'), ('debate', 'certainly', 'active'), ('certainly', 'active', 'around')]",-0.017460317460317464,0.5904761904761905,negative,subjective
"[('inside', 'home', 'however'), ('home', 'however', 'one'), ('however', 'one', 'could'), ('one', 'could', 'found'), ('could', 'found', 'three'), ('found', 'three', 'deputy'), ('three', 'deputy', 'lacey'), ('deputy', 'lacey', 'searched'), ('lacey', 'searched', 'room'), ('searched', 'room', 'room')]",0.0,0.0,neutral,objective
"[('confirm', 'genealogist', 'work'), ('genealogist', 'work', 'put'), ('work', 'put', 'talbott'), ('put', 'talbott', 'surveillance'), ('talbott', 'surveillance', 'happened'), ('surveillance', 'happened', 'sodo'), ('happened', 'sodo', 'district'), ('sodo', 'district', 'south'), ('district', 'south', 'time')]",0.0,0.0,neutral,objective
"[('pride', 'festivity', 'roughly'), ('festivity', 'roughly', '60'), ('roughly', '60', '000'), ('60', '000', 'people'), ('000', 'people', 'attendance'), ('people', 'attendance', 'flooding'), ('attendance', 'flooding', 'emerald'), ('flooding', 'emerald', 'city'), ('emerald', 'city', 'sunday'), ('city', 'sunday', 'various'), ('sunday', 'various', 'event')]",-0.05,0.45,negative,objective
"[('city', 'council', 'civil'), ('council', 'civil', 'right'), ('civil', 'right', 'utility'), ('right', 'utility', 'economic'), ('utility', 'economic', 'development'), ('economic', 'development', 'relatively'), ('development', 'relatively', 'small'), ('relatively', 'small', 'bias'), ('small', 'bias', 'crime'), ('bias', 'crime', 'unit'), ('crime', 'unit', 'focused'), ('unit', 'focused', 'encouraging'), ('focused', 'encouraging', 'people')]",0.0707142857142857,0.3407142857142857,negative,objective
"[('9', '20', 'pm'), ('20', 'pm', 'fire'), ('pm', 'fire', 'downsizing'), ('fire', 'downsizing', 'rescue'), ('downsizing', 'rescue', 'extrication'), ('rescue', 'extrication', 'response'), ('extrication', 'response', '9'), ('response', '9', '42'), ('9', '42', 'pm'), ('42', 'pm', 'tell'), ('pm', 'tell', 'u'), ('tell', 'u', 'flipped'), ('u', 'flipped', 'car'), ('flipped', 'car', 'parked'), ('car', 'parked', 'person')]",0.0,0.0,neutral,objective
"[('partially', 'due', 'new'), ('due', 'new', 'emergency'), ('new', 'emergency', 'shelter'), ('emergency', 'shelter', 'capacity'), ('shelter', 'capacity', 'expansion'), ('capacity', 'expansion', 'opening'), ('expansion', 'opening', 'along'), ('opening', 'along', 'five'), ('along', 'five', 'tiny'), ('five', 'tiny', 'house'), ('tiny', 'house', 'village'), ('house', 'village', 'reclassified'), ('village', 'reclassified', 'emergency')]",0.019886363636363633,0.45170454545454547,negative,objective
"[('chief', 'say', 'struggling'), ('say', 'struggling', 'keep'), ('struggling', 'keep', 'solution'), ('keep', 'solution', 'support'), ('solution', 'support', 'city'), ('support', 'city', 'leader')]",0.0,0.0,neutral,objective
"[('responded', 'shot', 'fired'), ('shot', 'fired', '2200'), ('fired', '2200', 'block'), ('2200', 'block', 'first'), ('block', 'first', 'avenue'), ('first', 'avenue', '2'), ('avenue', '2', 'sunday'), ('2', 'sunday', 'according')]",0.25,0.3333333333333333,positive,objective
"[('although', 'bellevue', 'recommended'), ('bellevue', 'recommended', 'fourth'), ('recommended', 'fourth', 'degree'), ('fourth', 'degree', 'assault'), ('degree', 'assault', 'statement'), ('assault', 'statement', 'released'), ('statement', 'released', 'tuesday'), ('released', 'tuesday', 'request'), ('tuesday', 'request', 'time')]",0.0,0.0,neutral,objective
