title,media,date,desc,link,Local,newtrititle,newtridesc
"['scrap', 'metal', 'fire', 'woodinville', 'sends', 'plume', 'black', 'smoke', 'highway', '522']",The Seattle Times,2019-06-01 00:00:00,"['north', 'resident', 'reported', 'seeing', 'smoke', 'fire', 'neighborhood', 'wednesday', 'night', 'according']",https://www.seattletimes.com/seattle-news/scrap-metal-fire-in-woodinville-sending-plumes-of-smoke-over-highway/,0,"[('scrap', 'metal', 'fire'), ('metal', 'fire', 'woodinville'), ('fire', 'woodinville', 'sends'), ('woodinville', 'sends', 'plume'), ('sends', 'plume', 'black'), ('plume', 'black', 'smoke'), ('black', 'smoke', 'highway'), ('smoke', 'highway', '522')]","[('north', 'resident', 'reported'), ('resident', 'reported', 'seeing'), ('reported', 'seeing', 'smoke'), ('seeing', 'smoke', 'fire'), ('smoke', 'fire', 'neighborhood'), ('fire', 'neighborhood', 'wednesday'), ('neighborhood', 'wednesday', 'night'), ('wednesday', 'night', 'according')]"
"['rantz', 'mayor', 'durkan', 'praise', 'e', 'cig', 'ban', 'yet', 'back', 'heroin', 'injection', 'site']",MyNorthwest.com,2019-06-01 00:00:00,"['san', 'francisco', 'banned', 'sale', 'e', 'cigarette', 'latest', 'move', 'ban', 'product', 'like', 'protect', 'public', 'making', 'decision']",https://mynorthwest.com/1434986/rantz-jenny-durkan-e-cigarettes-injection-sites/?,0,"[('rantz', 'mayor', 'durkan'), ('mayor', 'durkan', 'praise'), ('durkan', 'praise', 'e'), ('praise', 'e', 'cig'), ('e', 'cig', 'ban'), ('cig', 'ban', 'yet'), ('ban', 'yet', 'back'), ('yet', 'back', 'heroin'), ('back', 'heroin', 'injection'), ('heroin', 'injection', 'site')]","[('san', 'francisco', 'banned'), ('francisco', 'banned', 'sale'), ('banned', 'sale', 'e'), ('sale', 'e', 'cigarette'), ('e', 'cigarette', 'latest'), ('cigarette', 'latest', 'move'), ('latest', 'move', 'ban'), ('move', 'ban', 'product'), ('ban', 'product', 'like'), ('product', 'like', 'protect'), ('like', 'protect', 'public'), ('protect', 'public', 'making'), ('public', 'making', 'decision')]"
"['arrest', 'suspect', 'deadly', 'hit', 'run', 'along', 'washougal', 'river']",KOMO,2019-06-01 00:00:00,"['people', 'died', 'hospital', 'washougal', 'incident', 'happened', '5', 'p', 'sandy', 'swimming', 'hole', 'park']",https://komonews.com/news/local/beachgoer-killed-another-critically-hurt-after-hit-and-run-along-washougal-river,0,"[('arrest', 'suspect', 'deadly'), ('suspect', 'deadly', 'hit'), ('deadly', 'hit', 'run'), ('hit', 'run', 'along'), ('run', 'along', 'washougal'), ('along', 'washougal', 'river')]","[('people', 'died', 'hospital'), ('died', 'hospital', 'washougal'), ('hospital', 'washougal', 'incident'), ('washougal', 'incident', 'happened'), ('incident', 'happened', '5'), ('happened', '5', 'p'), ('5', 'p', 'sandy'), ('p', 'sandy', 'swimming'), ('sandy', 'swimming', 'hole'), ('swimming', 'hole', 'park')]"
"['chicago', 'man', 'died', 'family', 'took', 'life', 'support', 'walked', 'door']",The Seattle Times,2019-06-01 00:00:00,"['kept', 'saying', 'chicago', 'identified', 'person', 'brother', 'bennett', 'johnson', 'told', 'station']",https://www.seattletimes.com/nation-world/he-died-after-the-family-took-him-off-life-support-then-he-walked-through-the-door/,0,"[('chicago', 'man', 'died'), ('man', 'died', 'family'), ('died', 'family', 'took'), ('family', 'took', 'life'), ('took', 'life', 'support'), ('life', 'support', 'walked'), ('support', 'walked', 'door')]","[('kept', 'saying', 'chicago'), ('saying', 'chicago', 'identified'), ('chicago', 'identified', 'person'), ('identified', 'person', 'brother'), ('person', 'brother', 'bennett'), ('brother', 'bennett', 'johnson'), ('bennett', 'johnson', 'told'), ('johnson', 'told', 'station')]"
"['staffing', 'shortage', 'spark', 'recruit', 'bidding', 'war']",Washington Times,2019-06-01 00:00:00,"['recently', 'erected', 'billboard', 'indianapolis', 'recruit', 'hoosier', 'force', 'washington', 'state']",https://www.washingtontimes.com/news/2019/jun/18/police-staffing-shortage-sparks-recruit-bidding-wa/,0,"[('staffing', 'shortage', 'spark'), ('shortage', 'spark', 'recruit'), ('spark', 'recruit', 'bidding'), ('recruit', 'bidding', 'war')]","[('recently', 'erected', 'billboard'), ('erected', 'billboard', 'indianapolis'), ('billboard', 'indianapolis', 'recruit'), ('indianapolis', 'recruit', 'hoosier'), ('recruit', 'hoosier', 'force'), ('hoosier', 'force', 'washington'), ('force', 'washington', 'state')]"
"['suspect', 'violent', 'purse', 'snatching', 'captured', 'crash', '405', 'ramp']",KOMO,2019-06-01 00:00:00,"['man', 'suspected', 'robbing', 'woman', 'june', '12', '10000', 'great', 'success', 'steve', 'hirjak']",https://komonews.com/news/local/suspect-in-violent-purse-snatching-captured-after-crash-on-i-405-off-ramp,0,"[('suspect', 'violent', 'purse'), ('violent', 'purse', 'snatching'), ('purse', 'snatching', 'captured'), ('snatching', 'captured', 'crash'), ('captured', 'crash', '405'), ('crash', '405', 'ramp')]","[('man', 'suspected', 'robbing'), ('suspected', 'robbing', 'woman'), ('robbing', 'woman', 'june'), ('woman', 'june', '12'), ('june', '12', '10000'), ('12', '10000', 'great'), ('10000', 'great', 'success'), ('great', 'success', 'steve'), ('success', 'steve', 'hirjak')]"
"['teen', 'suspected', 'attacking', 'grandmother', 'machete', 'died', 'drowning']",The Seattle Times,2019-06-01 00:00:00,"['teen', 'body', 'discovered', 'underwater', '1', '36', 'p', 'monday', 'according', 'item', 'posted', 'online', 'blotter']",https://www.seattletimes.com/seattle-news/crime/seattle-teen-suspected-of-attacking-grandmother-with-a-machete-died-from-drowning/,0,"[('teen', 'suspected', 'attacking'), ('suspected', 'attacking', 'grandmother'), ('attacking', 'grandmother', 'machete'), ('grandmother', 'machete', 'died'), ('machete', 'died', 'drowning')]","[('teen', 'body', 'discovered'), ('body', 'discovered', 'underwater'), ('discovered', 'underwater', '1'), ('underwater', '1', '36'), ('1', '36', 'p'), ('36', 'p', 'monday'), ('p', 'monday', 'according'), ('monday', 'according', 'item'), ('according', 'item', 'posted'), ('item', 'posted', 'online'), ('posted', 'online', 'blotter')]"
"['white', 'center', 'leaf', '3', 'wounded']",The Seattle Times,2019-06-01 00:00:00,"['need', 'agent', 'area', 'really', 'need', 'daniel', 'gilbert', 'dgilbert', 'seattletimes', 'com']",https://www.seattletimes.com/seattle-news/crime/white-center-shooting-leaves-3-wounded/,0,"[('white', 'center', 'leaf'), ('center', 'leaf', '3'), ('leaf', '3', 'wounded')]","[('need', 'agent', 'area'), ('agent', 'area', 'really'), ('area', 'really', 'need'), ('really', 'need', 'daniel'), ('need', 'daniel', 'gilbert'), ('daniel', 'gilbert', 'dgilbert'), ('gilbert', 'dgilbert', 'seattletimes'), ('dgilbert', 'seattletimes', 'com')]"
"['firework', 'still', 'illegal', 'enforcement']",West Seattle Blog...,2019-06-01 00:00:00,"['firework', 'still', 'illegal', 'enforcement', 'lack', 'background', 'information', 'received', 'inquiry', '2017']",https://westseattleblog.com/2019/06/fireworks-still-illegal-in-seattle-but-will-enforcement-or-lack-of-it-be-any-different-this-year/,0,"[('firework', 'still', 'illegal'), ('still', 'illegal', 'enforcement')]","[('firework', 'still', 'illegal'), ('still', 'illegal', 'enforcement'), ('illegal', 'enforcement', 'lack'), ('enforcement', 'lack', 'background'), ('lack', 'background', 'information'), ('background', 'information', 'received'), ('information', 'received', 'inquiry'), ('received', 'inquiry', '2017')]"
"['former', 'tukwila', 'detective', 'charged', 'possession', 'child', 'pornography']",The Seattle Times,2019-06-01 00:00:00,"['retired', 'major', 'crime', 'detective', 'tukwila', 'tpd', 'charged', 'pierce', 'county', 'superior', 'court', 'possession', 'child']",https://www.seattletimes.com/seattle-news/crime/former-tukwila-detective-charged-with-possession-of-child-pornography/,0,"[('former', 'tukwila', 'detective'), ('tukwila', 'detective', 'charged'), ('detective', 'charged', 'possession'), ('charged', 'possession', 'child'), ('possession', 'child', 'pornography')]","[('retired', 'major', 'crime'), ('major', 'crime', 'detective'), ('crime', 'detective', 'tukwila'), ('detective', 'tukwila', 'tpd'), ('tukwila', 'tpd', 'charged'), ('tpd', 'charged', 'pierce'), ('charged', 'pierce', 'county'), ('pierce', 'county', 'superior'), ('county', 'superior', 'court'), ('superior', 'court', 'possession'), ('court', 'possession', 'child')]"
"['everett', 'part', 'national', 'addiction', 'recovery', 'pilot', 'program']",KING 5,2019-06-01 00:00:00,"['editor', 'note', 'attached', 'video', 'originally', 'aired', '2017', 'one', 'year', 'everett', 'first', 'started', 'partnering', 'paari', 'everett']",https://www.king5.com/article/news/everett-police-part-of-national-addiction-recovery-pilot-program/281-c51260aa-cfc3-4bdf-aaa8-d50dabb44120,0,"[('everett', 'part', 'national'), ('part', 'national', 'addiction'), ('national', 'addiction', 'recovery'), ('addiction', 'recovery', 'pilot'), ('recovery', 'pilot', 'program')]","[('editor', 'note', 'attached'), ('note', 'attached', 'video'), ('attached', 'video', 'originally'), ('video', 'originally', 'aired'), ('originally', 'aired', '2017'), ('aired', '2017', 'one'), ('2017', 'one', 'year'), ('one', 'year', 'everett'), ('year', 'everett', 'first'), ('everett', 'first', 'started'), ('first', 'started', 'partnering'), ('started', 'partnering', 'paari'), ('partnering', 'paari', 'everett')]"
"['video', 'southwest', 'precinct', 'commander', 'talk', 'policy']",West Seattle Blog...,2019-06-01 00:00:00,"['policy', 'staffing', 'big', 'picture', 'q', 'dominated', 'west', 'noticed', 'two', 'spot', 'high', 'profile', 'presence', 'beach', 'friday', 'night']",https://westseattleblog.com/2019/06/video-southwest-precinct-commander-talks-policies-and-policing-with-west-seattle-chamber-of-commerce/,0,"[('video', 'southwest', 'precinct'), ('southwest', 'precinct', 'commander'), ('precinct', 'commander', 'talk'), ('commander', 'talk', 'policy')]","[('policy', 'staffing', 'big'), ('staffing', 'big', 'picture'), ('big', 'picture', 'q'), ('picture', 'q', 'dominated'), ('q', 'dominated', 'west'), ('dominated', 'west', 'noticed'), ('west', 'noticed', 'two'), ('noticed', 'two', 'spot'), ('two', 'spot', 'high'), ('spot', 'high', 'profile'), ('high', 'profile', 'presence'), ('profile', 'presence', 'beach'), ('presence', 'beach', 'friday'), ('beach', 'friday', 'night')]"
"['suspect', 'reached', 'gun', 'witness', 'say', 'deadly']",KOMO News,2019-06-01 00:00:00,"['man', 'shot', 'auburn', 'friday', 'dead', 'dealing', 'commander', 'steve', 'stocker', 'auburn']",https://komonews.com/news/local/man-shot-by-auburn-police-dies-officer-on-paid-leave,0,"[('suspect', 'reached', 'gun'), ('reached', 'gun', 'witness'), ('gun', 'witness', 'say'), ('witness', 'say', 'deadly')]","[('man', 'shot', 'auburn'), ('shot', 'auburn', 'friday'), ('auburn', 'friday', 'dead'), ('friday', 'dead', 'dealing'), ('dead', 'dealing', 'commander'), ('dealing', 'commander', 'steve'), ('commander', 'steve', 'stocker'), ('steve', 'stocker', 'auburn')]"
"['firework', 'banned', 'much', 'king', 'snohomish', 'county', 'fourth', 'july']",The Seattle Times,2019-06-01 00:00:00,"['last', 'year', 'bomb', 'squad', 'responded', 'lake', 'union', 'group', 'volunteer', 'cleaning', 'lake', 'fourth', 'found', 'unexploded']",https://www.seattletimes.com/seattle-news/fireworks-illegal-in-much-of-king-snohomish-counties-on-fourth-of-july/,0,"[('firework', 'banned', 'much'), ('banned', 'much', 'king'), ('much', 'king', 'snohomish'), ('king', 'snohomish', 'county'), ('snohomish', 'county', 'fourth'), ('county', 'fourth', 'july')]","[('last', 'year', 'bomb'), ('year', 'bomb', 'squad'), ('bomb', 'squad', 'responded'), ('squad', 'responded', 'lake'), ('responded', 'lake', 'union'), ('lake', 'union', 'group'), ('union', 'group', 'volunteer'), ('group', 'volunteer', 'cleaning'), ('volunteer', 'cleaning', 'lake'), ('cleaning', 'lake', 'fourth'), ('lake', 'fourth', 'found'), ('fourth', 'found', 'unexploded')]"
"['training', 'bonney', 'lake', 'range', 'suspended', 'home', 'hit', 'gunfire']",KING 5,2019-06-01 00:00:00,"['one', 'hurt', 'appears', 'accident', 'according', 'sergeant', 'ryan', 'boyle', 'bonney', 'lake', 'another', 'law', 'enforcement']",https://www.king5.com/article/news/local/law-enforcement-training-at-shooting-range-suspended-after-home-hit-by-gunfire/281-aefabc35-44df-42c8-bbfa-9612dc47acc0,0,"[('training', 'bonney', 'lake'), ('bonney', 'lake', 'range'), ('lake', 'range', 'suspended'), ('range', 'suspended', 'home'), ('suspended', 'home', 'hit'), ('home', 'hit', 'gunfire')]","[('one', 'hurt', 'appears'), ('hurt', 'appears', 'accident'), ('appears', 'accident', 'according'), ('accident', 'according', 'sergeant'), ('according', 'sergeant', 'ryan'), ('sergeant', 'ryan', 'boyle'), ('ryan', 'boyle', 'bonney'), ('boyle', 'bonney', 'lake'), ('bonney', 'lake', 'another'), ('lake', 'another', 'law'), ('another', 'law', 'enforcement')]"
"['alaska', 'teen', '4', 'others', 'accused', 'killing', 'best', 'friend']",KIRO-TV,2019-06-01 00:00:00,"['according', 'anchorage', 'hoffman', '19', 'lured', 'bank', 'eklutna', 'river', 'along', 'thunderbird', 'fall', 'hiking', 'trail']",https://www.kiro7.com/news/trending-now/alaska-teen-4-others-accused-of-killing-best-friend-after-being-catfished-by-indiana-man/959368062/,0,"[('alaska', 'teen', '4'), ('teen', '4', 'others'), ('4', 'others', 'accused'), ('others', 'accused', 'killing'), ('accused', 'killing', 'best'), ('killing', 'best', 'friend')]","[('according', 'anchorage', 'hoffman'), ('anchorage', 'hoffman', '19'), ('hoffman', '19', 'lured'), ('19', 'lured', 'bank'), ('lured', 'bank', 'eklutna'), ('bank', 'eklutna', 'river'), ('eklutna', 'river', 'along'), ('river', 'along', 'thunderbird'), ('along', 'thunderbird', 'fall'), ('thunderbird', 'fall', 'hiking'), ('fall', 'hiking', 'trail')]"
"['west', 'crime', 'watch', 'man', 'jailed', 'showing']",West Seattle Blog…,2019-06-01 00:00:00,"['arrested', 'man', 'displayed', 'sawed', 'shotgun', 'behind', 'alaska', 'junction', 'business', 'late', 'friday', 'night', 'dispatched', '4700']",https://westseattleblog.com/2019/06/west-seattle-crime-watch-man-jailed-after-showing-sawed-off-shotgun/,0,"[('west', 'crime', 'watch'), ('crime', 'watch', 'man'), ('watch', 'man', 'jailed'), ('man', 'jailed', 'showing')]","[('arrested', 'man', 'displayed'), ('man', 'displayed', 'sawed'), ('displayed', 'sawed', 'shotgun'), ('sawed', 'shotgun', 'behind'), ('shotgun', 'behind', 'alaska'), ('behind', 'alaska', 'junction'), ('alaska', 'junction', 'business'), ('junction', 'business', 'late'), ('business', 'late', 'friday'), ('late', 'friday', 'night'), ('friday', 'night', 'dispatched'), ('night', 'dispatched', '4700')]"
"['city', 'would', 'upgrade', 'ballard', 'bridge']",MyNorthwest.com,2019-06-01 00:00:00,"['new', 'survey', 'asking', 'resident', 'would', 'like', 'prioritize', 'update', '102', 'year', 'old', 'ballard', 'bridge', 'biking', 'walking', 'driving']",https://mynorthwest.com/1424933/ballard-bridge-update-survey-seattle/?,0,"[('city', 'would', 'upgrade'), ('would', 'upgrade', 'ballard'), ('upgrade', 'ballard', 'bridge')]","[('new', 'survey', 'asking'), ('survey', 'asking', 'resident'), ('asking', 'resident', 'would'), ('resident', 'would', 'like'), ('would', 'like', 'prioritize'), ('like', 'prioritize', 'update'), ('prioritize', 'update', '102'), ('update', '102', 'year'), ('102', 'year', 'old'), ('year', 'old', 'ballard'), ('old', 'ballard', 'bridge'), ('ballard', 'bridge', 'biking'), ('bridge', 'biking', 'walking'), ('biking', 'walking', 'driving')]"
"['report', 'top', 'list', 'murdered', 'missing', 'indigenous']",Real Change,2019-06-01 00:00:00,"['missing', 'despite', 'time', 'coverage', 'death', 'weight', 'put', 'native', 'american', 'ancestry', 'record']",https://www.realchangenews.org/news/2019/06/12/report-seattle-tops-list-murdered-and-missing-indigenous-women,0,"[('report', 'top', 'list'), ('top', 'list', 'murdered'), ('list', 'murdered', 'missing'), ('murdered', 'missing', 'indigenous')]","[('missing', 'despite', 'time'), ('despite', 'time', 'coverage'), ('time', 'coverage', 'death'), ('coverage', 'death', 'weight'), ('death', 'weight', 'put'), ('weight', 'put', 'native'), ('put', 'native', 'american'), ('native', 'american', 'ancestry'), ('american', 'ancestry', 'record')]"
"['man', 'shot', 'tacoma', 'cop', 'pursue', 'damage', 'city', 'state', 'supreme', 'court', 'rule']",The Seattle Times,2019-06-01 00:00:00,"['mentally', 'ill', 'man', 'shot', 'tacoma', 'proceed', 'tacoma', 'comment', 'pending', 'litigation']",https://www.seattletimes.com/seattle-news/crime/man-shot-by-tacoma-cop-can-pursue-damages-against-city-state-supreme-court-rules/,0,"[('man', 'shot', 'tacoma'), ('shot', 'tacoma', 'cop'), ('tacoma', 'cop', 'pursue'), ('cop', 'pursue', 'damage'), ('pursue', 'damage', 'city'), ('damage', 'city', 'state'), ('city', 'state', 'supreme'), ('state', 'supreme', 'court'), ('supreme', 'court', 'rule')]","[('mentally', 'ill', 'man'), ('ill', 'man', 'shot'), ('man', 'shot', 'tacoma'), ('shot', 'tacoma', 'proceed'), ('tacoma', 'proceed', 'tacoma'), ('proceed', 'tacoma', 'comment'), ('tacoma', 'comment', 'pending'), ('comment', 'pending', 'litigation')]"
"['judge', 'rule', 'city', 'spot', 'zoning', 'showbox', 'future', 'doubt']",MyNorthwest.com,2019-06-01 00:00:00,"['declaring', 'city', 'council', 'violated', 'u', 'constitutional', 'right', 'showbox', 'property', 'owner', 'king', 'county', 'judge', 'friday', 'voided']",https://mynorthwest.com/1426459/showbox-court-ruling-june-2019/?,0,"[('judge', 'rule', 'city'), ('rule', 'city', 'spot'), ('city', 'spot', 'zoning'), ('spot', 'zoning', 'showbox'), ('zoning', 'showbox', 'future'), ('showbox', 'future', 'doubt')]","[('declaring', 'city', 'council'), ('city', 'council', 'violated'), ('council', 'violated', 'u'), ('violated', 'u', 'constitutional'), ('u', 'constitutional', 'right'), ('constitutional', 'right', 'showbox'), ('right', 'showbox', 'property'), ('showbox', 'property', 'owner'), ('property', 'owner', 'king'), ('owner', 'king', 'county'), ('king', 'county', 'judge'), ('county', 'judge', 'friday'), ('judge', 'friday', 'voided')]"
"['search', 'continues', 'missing', '23', 'year', 'old', 'university', 'utah', 'student', 'mackenzie', 'lueck']",KOMO News,2019-06-01 00:00:00,"['salt', 'lake', 'city', 'conducting', 'missing', 'person', 'investigation', 'disappearance', 'lueck', 'since', 'first', 'reported']",https://komonews.com/news/nation-world/search-continues-for-missing-23-year-old-university-of-utah-student-mackenzie-lueck,0,"[('search', 'continues', 'missing'), ('continues', 'missing', '23'), ('missing', '23', 'year'), ('23', 'year', 'old'), ('year', 'old', 'university'), ('old', 'university', 'utah'), ('university', 'utah', 'student'), ('utah', 'student', 'mackenzie'), ('student', 'mackenzie', 'lueck')]","[('salt', 'lake', 'city'), ('lake', 'city', 'conducting'), ('city', 'conducting', 'missing'), ('conducting', 'missing', 'person'), ('missing', 'person', 'investigation'), ('person', 'investigation', 'disappearance'), ('investigation', 'disappearance', 'lueck'), ('disappearance', 'lueck', 'since'), ('lueck', 'since', 'first'), ('since', 'first', 'reported')]"
"['report', 'nordstrom', 'closing', 'store', 'northgate', 'mall']",MyNorthwest.com,2019-06-01 00:00:00,"['property', 'face', 'massive', 'change', 'nhl', 'plan', 'practice', 'facility', 'new', 'hockey', 'team', 'along', 'change', 'come', 'new', 'retail']",https://mynorthwest.com/1411357/nordstrom-closing-northgate-mall/?,0,"[('report', 'nordstrom', 'closing'), ('nordstrom', 'closing', 'store'), ('closing', 'store', 'northgate'), ('store', 'northgate', 'mall')]","[('property', 'face', 'massive'), ('face', 'massive', 'change'), ('massive', 'change', 'nhl'), ('change', 'nhl', 'plan'), ('nhl', 'plan', 'practice'), ('plan', 'practice', 'facility'), ('practice', 'facility', 'new'), ('facility', 'new', 'hockey'), ('new', 'hockey', 'team'), ('hockey', 'team', 'along'), ('team', 'along', 'change'), ('along', 'change', 'come'), ('change', 'come', 'new'), ('come', 'new', 'retail')]"
"['use', 'motion', 'sensor', 'camera', 'crack', 'crime']",KIRO-TV,2019-06-01 00:00:00,"['folk', 'park', 'afterhours', 'may', 'want', 'go', 'make', 'sure', 'everything', 'ok', 'chief', 'todd', 'stancil', 'yelm']",https://www.kiro7.com/news/south-sound-news/police-use-motion-sensor-cameras-to-crack-down-on-crime/955313694/,0,"[('use', 'motion', 'sensor'), ('motion', 'sensor', 'camera'), ('sensor', 'camera', 'crack'), ('camera', 'crack', 'crime')]","[('folk', 'park', 'afterhours'), ('park', 'afterhours', 'may'), ('afterhours', 'may', 'want'), ('may', 'want', 'go'), ('want', 'go', 'make'), ('go', 'make', 'sure'), ('make', 'sure', 'everything'), ('sure', 'everything', 'ok'), ('everything', 'ok', 'chief'), ('ok', 'chief', 'todd'), ('chief', 'todd', 'stancil'), ('todd', 'stancil', 'yelm')]"
"['prosecutor', 'seek', '15', 'year', 'old', 'tried', 'adult', 'renton', 'rape']",The Seattle Times,2019-06-01 00:00:00,"['time', 'identify', 'juvenile', 'defendant', 'unless', 'charged', '15', 'year', 'old', 'went', 'renton', 'june', '6']",https://www.seattletimes.com/seattle-news/crime/prosecutors-seek-to-have-15-year-old-tried-as-an-adult-for-renton-rape/,0,"[('prosecutor', 'seek', '15'), ('seek', '15', 'year'), ('15', 'year', 'old'), ('year', 'old', 'tried'), ('old', 'tried', 'adult'), ('tried', 'adult', 'renton'), ('adult', 'renton', 'rape')]","[('time', 'identify', 'juvenile'), ('identify', 'juvenile', 'defendant'), ('juvenile', 'defendant', 'unless'), ('defendant', 'unless', 'charged'), ('unless', 'charged', '15'), ('charged', '15', 'year'), ('15', 'year', 'old'), ('year', 'old', 'went'), ('old', 'went', 'renton'), ('went', 'renton', 'june'), ('renton', 'june', '6')]"
"['annual', 'night', 'coming', 'aug', '6', 'block', 'party', 'help']",Westside Seattle,2019-06-01 00:00:00,"['night', 'national', 'event', 'promoted', 'crime', 'prevention', 'designed', 'heighten', 'crime', 'prevention', 'awareness']",https://www.westsideseattle.com/ballard-news-tribune/2019/06/10/annual-night-out-coming-again-aug-6-block-parties-help-prevent,0,"[('annual', 'night', 'coming'), ('night', 'coming', 'aug'), ('coming', 'aug', '6'), ('aug', '6', 'block'), ('6', 'block', 'party'), ('block', 'party', 'help')]","[('night', 'national', 'event'), ('national', 'event', 'promoted'), ('event', 'promoted', 'crime'), ('promoted', 'crime', 'prevention'), ('crime', 'prevention', 'designed'), ('prevention', 'designed', 'heighten'), ('designed', 'heighten', 'crime'), ('heighten', 'crime', 'prevention'), ('crime', 'prevention', 'awareness')]"
"['labor', 'union', 'ditching', 'kshama', 'sawant']",MyNorthwest.com,2019-06-01 00:00:00,"['one', 'one', 'handful', 'union', 'thrown', 'support', 'behind', 'gonzalez', 'teresa', 'mosqueda', 'well', 'guild']",https://mynorthwest.com/1426213/kshama-sawant-seattle-unions/?,0,"[('labor', 'union', 'ditching'), ('union', 'ditching', 'kshama'), ('ditching', 'kshama', 'sawant')]","[('one', 'one', 'handful'), ('one', 'handful', 'union'), ('handful', 'union', 'thrown'), ('union', 'thrown', 'support'), ('thrown', 'support', 'behind'), ('support', 'behind', 'gonzalez'), ('behind', 'gonzalez', 'teresa'), ('gonzalez', 'teresa', 'mosqueda'), ('teresa', 'mosqueda', 'well'), ('mosqueda', 'well', 'guild')]"
"['acting', 'pentagon', 'chief', 'former', 'resident', 'address', 'violent', 'domestic', 'incident', 'nomination', 'withdrawn']",The Seattle Times,2019-06-01 00:00:00,"['shanahan', 'former', 'resident', 'one', 'time', 'boeing', 'executive', 'spoke', 'publicly', 'robert', 'retired', 'detective', 'longboat', 'key']",https://www.seattletimes.com/nation-world/as-trumps-defense-pick-withdraws-he-addresses-violent-domestic-incidents/,0,"[('acting', 'pentagon', 'chief'), ('pentagon', 'chief', 'former'), ('chief', 'former', 'resident'), ('former', 'resident', 'address'), ('resident', 'address', 'violent'), ('address', 'violent', 'domestic'), ('violent', 'domestic', 'incident'), ('domestic', 'incident', 'nomination'), ('incident', 'nomination', 'withdrawn')]","[('shanahan', 'former', 'resident'), ('former', 'resident', 'one'), ('resident', 'one', 'time'), ('one', 'time', 'boeing'), ('time', 'boeing', 'executive'), ('boeing', 'executive', 'spoke'), ('executive', 'spoke', 'publicly'), ('spoke', 'publicly', 'robert'), ('publicly', 'robert', 'retired'), ('robert', 'retired', 'detective'), ('retired', 'detective', 'longboat'), ('detective', 'longboat', 'key')]"
"['joining', 'week', 'action', 'gentrification', 'u']",International Examiner,2019-06-01 00:00:00,"['activist', 'jm', 'wong', 'connected', 'displacement', 'gentrification', 'raid', 'massage', 'parlor', 'cid', 'march']",https://iexaminer.org/joining-week-of-action-against-gentrification-of-u-s-and-canada-chinatowns-seattle-marchers-see-troubling-patterns-at-home/,0,"[('joining', 'week', 'action'), ('week', 'action', 'gentrification'), ('action', 'gentrification', 'u')]","[('activist', 'jm', 'wong'), ('jm', 'wong', 'connected'), ('wong', 'connected', 'displacement'), ('connected', 'displacement', 'gentrification'), ('displacement', 'gentrification', 'raid'), ('gentrification', 'raid', 'massage'), ('raid', 'massage', 'parlor'), ('massage', 'parlor', 'cid'), ('parlor', 'cid', 'march')]"
"['video', 'show', 'car', 'spinning', 'hitting', 'wall', 'downtown']",KIRO-TV,2019-06-01 00:00:00,"['city', 'handle', 'seventh', 'avenue', 'union', 'street', 'enforcement', 'done', 'news', 'kiro', '7', 'charged']",https://www.kiro7.com/news/local/video-shows-cars-spinning-hitting-wall-in-downtown-seattle/957065817/,0,"[('video', 'show', 'car'), ('show', 'car', 'spinning'), ('car', 'spinning', 'hitting'), ('spinning', 'hitting', 'wall'), ('hitting', 'wall', 'downtown')]","[('city', 'handle', 'seventh'), ('handle', 'seventh', 'avenue'), ('seventh', 'avenue', 'union'), ('avenue', 'union', 'street'), ('union', 'street', 'enforcement'), ('street', 'enforcement', 'done'), ('enforcement', 'done', 'news'), ('done', 'news', 'kiro'), ('news', 'kiro', '7'), ('kiro', '7', 'charged')]"
"['bellevue', 'taking', 'long', 'finish', 'shelter']",Seattle Weekly,2019-06-01 00:00:00,"['however', 'king', 'county', 'coalition', 'homelessness', 'director', 'alison', 'eisinger', 'bellevue', 'allowed', 'process', 'delayed', 'sidetracked', 'lack']",https://www.seattleweekly.com/news/why-is-bellevue-taking-so-long-to-finish-its-shelter/,0,"[('bellevue', 'taking', 'long'), ('taking', 'long', 'finish'), ('long', 'finish', 'shelter')]","[('however', 'king', 'county'), ('king', 'county', 'coalition'), ('county', 'coalition', 'homelessness'), ('coalition', 'homelessness', 'director'), ('homelessness', 'director', 'alison'), ('director', 'alison', 'eisinger'), ('alison', 'eisinger', 'bellevue'), ('eisinger', 'bellevue', 'allowed'), ('bellevue', 'allowed', 'process'), ('allowed', 'process', 'delayed'), ('process', 'delayed', 'sidetracked'), ('delayed', 'sidetracked', 'lack')]"
