title,media,date,desc,link,Local,newtrititle,newtridesc
"['release', 'video', 'fatal', 'new', 'year', 'eve']",The Seattle Times,2019-01-01 00:00:00,"['faletogo', 'died', 'gunshot', 'wound', 'head', 'medical', 'examiner', 'office', 'force', 'investigation', 'team', 'investigating']",https://www.seattletimes.com/seattle-news/crime/seattle-police-release-video-of-fatal-shooting-by-officer-on-new-years-eve/,0,"[('release', 'video', 'fatal'), ('video', 'fatal', 'new'), ('fatal', 'new', 'year'), ('new', 'year', 'eve')]","[('faletogo', 'died', 'gunshot'), ('died', 'gunshot', 'wound'), ('gunshot', 'wound', 'head'), ('wound', 'head', 'medical'), ('head', 'medical', 'examiner'), ('medical', 'examiner', 'office'), ('examiner', 'office', 'force'), ('office', 'force', 'investigation'), ('force', 'investigation', 'team'), ('investigation', 'team', 'investigating')]"
"['release', 'body', 'cam', 'footage', 'fatal', 'aurora', 'ave', 'north']",MyNorthwest.com,2019-01-01 00:00:00,"['released', 'body', 'cam', 'footage', 'involving', 'car', 'across', 'aurora', 'avenue', 'north', 'chased', 'three']",https://mynorthwest.com/1232749/seattle-police-body-cam-footage-aurora-ave-north/?,0,"[('release', 'body', 'cam'), ('body', 'cam', 'footage'), ('cam', 'footage', 'fatal'), ('footage', 'fatal', 'aurora'), ('fatal', 'aurora', 'ave'), ('aurora', 'ave', 'north')]","[('released', 'body', 'cam'), ('body', 'cam', 'footage'), ('cam', 'footage', 'involving'), ('footage', 'involving', 'car'), ('involving', 'car', 'across'), ('car', 'across', 'aurora'), ('across', 'aurora', 'avenue'), ('aurora', 'avenue', 'north'), ('avenue', 'north', 'chased'), ('north', 'chased', 'three')]"
"['former', 'chief', 'jim', 'pugel', 'run', 'city', 'council']",The Seattle Times,2019-01-01 00:00:00,"['two', 'dozen', 'candidate', 'running', 'across', 'seven', 'district', 'month', 'still', 'go', 'may', 'filing', 'deadline', 'pugel', 'joined']",https://www.seattletimes.com/seattle-news/politics/former-seattle-police-chief-jim-pugel-will-run-for-city-council/,0,"[('former', 'chief', 'jim'), ('chief', 'jim', 'pugel'), ('jim', 'pugel', 'run'), ('pugel', 'run', 'city'), ('run', 'city', 'council')]","[('two', 'dozen', 'candidate'), ('dozen', 'candidate', 'running'), ('candidate', 'running', 'across'), ('running', 'across', 'seven'), ('across', 'seven', 'district'), ('seven', 'district', 'month'), ('district', 'month', 'still'), ('month', 'still', 'go'), ('still', 'go', 'may'), ('go', 'may', 'filing'), ('may', 'filing', 'deadline'), ('filing', 'deadline', 'pugel'), ('deadline', 'pugel', 'joined')]"
"['judge', 'dismisses', 'claim', '2', 'fatal', 'charleena', 'lyles']",The Seattle Times,2019-01-01 00:00:00,"['lyles', 'history', 'contact', 'call', 'report', 'domestic', 'dispute', 'violence', 'neither', 'anderson', 'mcnew']",https://www.seattletimes.com/seattle-news/crime/judge-dismisses-claims-against-2-seattle-police-officers-in-fatal-shooting-of-charleena-lyles/,0,"[('judge', 'dismisses', 'claim'), ('dismisses', 'claim', '2'), ('claim', '2', 'fatal'), ('2', 'fatal', 'charleena'), ('fatal', 'charleena', 'lyles')]","[('lyles', 'history', 'contact'), ('history', 'contact', 'call'), ('contact', 'call', 'report'), ('call', 'report', 'domestic'), ('report', 'domestic', 'dispute'), ('domestic', 'dispute', 'violence'), ('dispute', 'violence', 'neither'), ('violence', 'neither', 'anderson'), ('neither', 'anderson', 'mcnew')]"
"['dna', 'create', 'video', 'get', 'killer', 'come', 'forward']",The Seattle Times,2019-01-01 00:00:00,"['dna', 'best', 'interest', 'contact', 'u', 'immediately', 'nollette', 'head', 'criminal', 'investigation', 'bureau']",https://www.seattletimes.com/seattle-news/crime/we-have-your-dna-seattle-police-create-video-to-get-killer-to-come-forward/,0,"[('dna', 'create', 'video'), ('create', 'video', 'get'), ('video', 'get', 'killer'), ('get', 'killer', 'come'), ('killer', 'come', 'forward')]","[('dna', 'best', 'interest'), ('best', 'interest', 'contact'), ('interest', 'contact', 'u'), ('contact', 'u', 'immediately'), ('u', 'immediately', 'nollette'), ('immediately', 'nollette', 'head'), ('nollette', 'head', 'criminal'), ('head', 'criminal', 'investigation'), ('criminal', 'investigation', 'bureau')]"
"['lakewood', 'pay', '500', '000', 'unarmed', 'native', 'american', 'man']",The Seattle Times,2019-01-01 00:00:00,"['family', 'lawyer', 'gabriel', 'galanda', 'settlement', 'amount', 'email', 'seeking', 'comment', 'lakewood', 'chief', 'mike', 'zaro']",https://www.seattletimes.com/seattle-news/crime/lakewood-to-pay-500000-to-family-of-phone-wielding-man-killed-by-police-in-2015/,0,"[('lakewood', 'pay', '500'), ('pay', '500', '000'), ('500', '000', 'unarmed'), ('000', 'unarmed', 'native'), ('unarmed', 'native', 'american'), ('native', 'american', 'man')]","[('family', 'lawyer', 'gabriel'), ('lawyer', 'gabriel', 'galanda'), ('gabriel', 'galanda', 'settlement'), ('galanda', 'settlement', 'amount'), ('settlement', 'amount', 'email'), ('amount', 'email', 'seeking'), ('email', 'seeking', 'comment'), ('seeking', 'comment', 'lakewood'), ('comment', 'lakewood', 'chief'), ('lakewood', 'chief', 'mike'), ('chief', 'mike', 'zaro')]"
"['report', 'kirkland', 'violate', 'policy', 'removing', 'black', 'man', 'yogurt', 'shop']",KING 5,2019-01-01 00:00:00,"['kirkland', 'found', 'violate', 'norm', 'act', 'racial', 'bias', 'time', 'report']",https://www.king5.com/article/news/report-kirkland-police-did-not-violate-policy-by-removing-black-man-from-yogurt-shop/281-61932570-07f6-49f1-b450-7623e24815df,0,"[('report', 'kirkland', 'violate'), ('kirkland', 'violate', 'policy'), ('violate', 'policy', 'removing'), ('policy', 'removing', 'black'), ('removing', 'black', 'man'), ('black', 'man', 'yogurt'), ('man', 'yogurt', 'shop')]","[('kirkland', 'found', 'violate'), ('found', 'violate', 'norm'), ('violate', 'norm', 'act'), ('norm', 'act', 'racial'), ('act', 'racial', 'bias'), ('racial', 'bias', 'time'), ('bias', 'time', 'report')]"
"['show', 'video', 'fatally', 'shot', 'teen', 'possessing', 'fake', 'gun']",The Seattle Times,2019-01-01 00:00:00,"['ap', 'suburban', 'phoenix', 'wednesday', 'played', 'new', 'body', 'camera', 'footage', 'showing', '14', 'year', 'old', 'boy', 'possessed', 'fake', 'gun']",https://www.seattletimes.com/nation-world/nation/police-show-video-of-fatally-shot-teen-possessing-fake-gun/,0,"[('show', 'video', 'fatally'), ('video', 'fatally', 'shot'), ('fatally', 'shot', 'teen'), ('shot', 'teen', 'possessing'), ('teen', 'possessing', 'fake'), ('possessing', 'fake', 'gun')]","[('ap', 'suburban', 'phoenix'), ('suburban', 'phoenix', 'wednesday'), ('phoenix', 'wednesday', 'played'), ('wednesday', 'played', 'new'), ('played', 'new', 'body'), ('new', 'body', 'camera'), ('body', 'camera', 'footage'), ('camera', 'footage', 'showing'), ('footage', 'showing', '14'), ('showing', '14', 'year'), ('14', 'year', 'old'), ('year', 'old', 'boy'), ('old', 'boy', 'possessed'), ('boy', 'possessed', 'fake'), ('possessed', 'fake', 'gun')]"
"['convenience', 'store', 'employee', 'kelso', 'robbery']",The Seattle Times,2019-01-01 00:00:00,"['according', 'kelso', 'robbery', 'occurred', 'holt', 'quik', 'check', '4', '12', 'tuesday', 'suspect', 'shot', 'employee']",https://www.seattletimes.com/seattle-news/crime/convenience-store-employee-killed-during-robbery-in-kelso/,0,"[('convenience', 'store', 'employee'), ('store', 'employee', 'kelso'), ('employee', 'kelso', 'robbery')]","[('according', 'kelso', 'robbery'), ('kelso', 'robbery', 'occurred'), ('robbery', 'occurred', 'holt'), ('occurred', 'holt', 'quik'), ('holt', 'quik', 'check'), ('quik', 'check', '4'), ('check', '4', '12'), ('4', '12', 'tuesday'), ('12', 'tuesday', 'suspect'), ('tuesday', 'suspect', 'shot'), ('suspect', 'shot', 'employee')]"
"['investigate', 'ravenna', 'park']",KIRO-TV,2019-01-01 00:00:00,"['investigating', 'person', 'shot', 'ravenna', 'park', 'noth', 'university', 'district']",https://www.kiro7.com/news/local/police-investigate-shooting-in-ravenna-park/909370321/,0,"[('investigate', 'ravenna', 'park')]","[('investigating', 'person', 'shot'), ('person', 'shot', 'ravenna'), ('shot', 'ravenna', 'park'), ('ravenna', 'park', 'noth'), ('park', 'noth', 'university'), ('noth', 'university', 'district')]"
"['lawsuit', 'shot', 'charleena', 'lyles', 'dismissed']",KING 5,2019-01-01 00:00:00,"['video', 'show', 'lyles', 'friend', 'family', 'remembering', 'one', 'year', 'anniversary', 'death', 'lawsuit', 'two']",https://www.king5.com/article/news/lawsuit-against-spd-officers-who-shot-charleena-lyles-dismissed/281-816e2e3f-fe59-45a6-951a-0848a89b025d,0,"[('lawsuit', 'shot', 'charleena'), ('shot', 'charleena', 'lyles'), ('charleena', 'lyles', 'dismissed')]","[('video', 'show', 'lyles'), ('show', 'lyles', 'friend'), ('lyles', 'friend', 'family'), ('friend', 'family', 'remembering'), ('family', 'remembering', 'one'), ('remembering', 'one', 'year'), ('one', 'year', 'anniversary'), ('year', 'anniversary', 'death'), ('anniversary', 'death', 'lawsuit'), ('death', 'lawsuit', 'two')]"
"['26', 'year', 'bremerton', 'murder', 'investigation', 'culminates', 'arrest']",KIRO-TV,2019-01-01 00:00:00,"['bremerton', 'detective', 'worked', 'boise', 'try', 'identify', 'miller', 'suspect', 'matching', 'dna']",https://www.kiro7.com/news/local/26-year-bremerton-murder-investigation-culminates-in-arrest/898658712/,0,"[('26', 'year', 'bremerton'), ('year', 'bremerton', 'murder'), ('bremerton', 'murder', 'investigation'), ('murder', 'investigation', 'culminates'), ('investigation', 'culminates', 'arrest')]","[('bremerton', 'detective', 'worked'), ('detective', 'worked', 'boise'), ('worked', 'boise', 'try'), ('boise', 'try', 'identify'), ('try', 'identify', 'miller'), ('identify', 'miller', 'suspect'), ('miller', 'suspect', 'matching'), ('suspect', 'matching', 'dna')]"
"['van', 'delivering', 'amazon', 'package', 'stolen', 'recovered', 'chase']",MyNorthwest.com,2019-01-01 00:00:00,"['sunday', 'u', 'haul', 'van', 'used', 'deliver', 'amazon', 'package', 'stolen', 'leading', 'chase', 'ended', 'salem', 'oregon', 'area']",https://mynorthwest.com/1257484/amazon-packages-stolen-van/?,0,"[('van', 'delivering', 'amazon'), ('delivering', 'amazon', 'package'), ('amazon', 'package', 'stolen'), ('package', 'stolen', 'recovered'), ('stolen', 'recovered', 'chase')]","[('sunday', 'u', 'haul'), ('u', 'haul', 'van'), ('haul', 'van', 'used'), ('van', 'used', 'deliver'), ('used', 'deliver', 'amazon'), ('deliver', 'amazon', 'package'), ('amazon', 'package', 'stolen'), ('package', 'stolen', 'leading'), ('stolen', 'leading', 'chase'), ('leading', 'chase', 'ended'), ('chase', 'ended', 'salem'), ('ended', 'salem', 'oregon'), ('salem', 'oregon', 'area')]"
"['release', 'graphic', 'video', 'hope', 'solving', 'homicide', 'near', 'alki', 'beach']",Q13 FOX,2019-01-01 00:00:00,"['according', 'pd', '22', 'year', 'old', 'jonathan', 'c', 'pecina', 'friend', 'walking', 'alki', 'trail', 'near', 'luna', 'park', 'night', 'june', '2', '2018']",https://www.q13fox.com/news/seattle-police-release-graphic-video-in-hopes-of-solving-homicide-near-alki-beach,0,"[('release', 'graphic', 'video'), ('graphic', 'video', 'hope'), ('video', 'hope', 'solving'), ('hope', 'solving', 'homicide'), ('solving', 'homicide', 'near'), ('homicide', 'near', 'alki'), ('near', 'alki', 'beach')]","[('according', 'pd', '22'), ('pd', '22', 'year'), ('22', 'year', 'old'), ('year', 'old', 'jonathan'), ('old', 'jonathan', 'c'), ('jonathan', 'c', 'pecina'), ('c', 'pecina', 'friend'), ('pecina', 'friend', 'walking'), ('friend', 'walking', 'alki'), ('walking', 'alki', 'trail'), ('alki', 'trail', 'near'), ('trail', 'near', 'luna'), ('near', 'luna', 'park'), ('luna', 'park', 'night'), ('park', 'night', 'june'), ('night', 'june', '2'), ('june', '2', '2018')]"
"['next', 'local', 'samoan', 'community', 'reacts', 'fatal']",Seattle Weekly,2019-01-01 00:00:00,"['shortly', '5', 'p', 'new', 'year', 'eve', 'stopped', '36', 'year', 'old', 'iosia', 'faletogo', 'licton', 'spring', 'z', 'food', 'mart', 'parking']",https://www.seattleweekly.com/news/local-samoan-community-reacts-to-fatal-police-shooting/,0,"[('next', 'local', 'samoan'), ('local', 'samoan', 'community'), ('samoan', 'community', 'reacts'), ('community', 'reacts', 'fatal')]","[('shortly', '5', 'p'), ('5', 'p', 'new'), ('p', 'new', 'year'), ('new', 'year', 'eve'), ('year', 'eve', 'stopped'), ('eve', 'stopped', '36'), ('stopped', '36', 'year'), ('36', 'year', 'old'), ('year', 'old', 'iosia'), ('old', 'iosia', 'faletogo'), ('iosia', 'faletogo', 'licton'), ('faletogo', 'licton', 'spring'), ('licton', 'spring', 'z'), ('spring', 'z', 'food'), ('z', 'food', 'mart'), ('food', 'mart', 'parking')]"
"['kirkland', 'violate', 'policy', 'asked', 'black', 'man', 'leave', 'yogurt', 'shop', 'report', 'find']",The Seattle Times,2019-01-01 00:00:00,"['incident', 'first', 'reported', 'time', 'column', 'sparked', 'kirkland', 'apologized', 'promised', 'internal', 'investigation']",https://www.seattletimes.com/seattle-news/eastside/kirkland-police-did-not-violate-department-policy-when-they-asked-black-man-to-leave-yogurt-shop-report-finds/,0,"[('kirkland', 'violate', 'policy'), ('violate', 'policy', 'asked'), ('policy', 'asked', 'black'), ('asked', 'black', 'man'), ('black', 'man', 'leave'), ('man', 'leave', 'yogurt'), ('leave', 'yogurt', 'shop'), ('yogurt', 'shop', 'report'), ('shop', 'report', 'find')]","[('incident', 'first', 'reported'), ('first', 'reported', 'time'), ('reported', 'time', 'column'), ('time', 'column', 'sparked'), ('column', 'sparked', 'kirkland'), ('sparked', 'kirkland', 'apologized'), ('kirkland', 'apologized', 'promised'), ('apologized', 'promised', 'internal'), ('promised', 'internal', 'investigation')]"
"['video', 'released', 'sergeant', 'sat', 'chair', 'front', 'man', 'workplace', 'seeking', 'apology']",The Seattle Times,2019-01-01 00:00:00,"['wednesday', 'released', 'video', 'former', 'sgt', 'frank', 'car', 'tow', 'complained', 'according', 'memo']",https://www.seattletimes.com/seattle-news/crime/video-released-of-seattle-police-sergeant-who-sat-in-a-chair-in-front-of-a-mans-workplace-seeking-an-apology/,0,"[('video', 'released', 'sergeant'), ('released', 'sergeant', 'sat'), ('sergeant', 'sat', 'chair'), ('sat', 'chair', 'front'), ('chair', 'front', 'man'), ('front', 'man', 'workplace'), ('man', 'workplace', 'seeking'), ('workplace', 'seeking', 'apology')]","[('wednesday', 'released', 'video'), ('released', 'video', 'former'), ('video', 'former', 'sgt'), ('former', 'sgt', 'frank'), ('sgt', 'frank', 'car'), ('frank', 'car', 'tow'), ('car', 'tow', 'complained'), ('tow', 'complained', 'according'), ('complained', 'according', 'memo')]"
"['everett', 'beachgoers', 'find', 'foot', 'new', 'year', 'day']",The Seattle Times,2019-01-01 00:00:00,"['boot', 'south', 'end', 'jetty', 'island', 'according', 'everett', 'saw', 'appears', 'human', 'foot', 'inside', 'boot']",https://www.seattletimes.com/seattle-news/everett-beachgoers-find-foot-on-new-years-day/,0,"[('everett', 'beachgoers', 'find'), ('beachgoers', 'find', 'foot'), ('find', 'foot', 'new'), ('foot', 'new', 'year'), ('new', 'year', 'day')]","[('boot', 'south', 'end'), ('south', 'end', 'jetty'), ('end', 'jetty', 'island'), ('jetty', 'island', 'according'), ('island', 'according', 'everett'), ('according', 'everett', 'saw'), ('everett', 'saw', 'appears'), ('saw', 'appears', 'human'), ('appears', 'human', 'foot'), ('human', 'foot', 'inside'), ('foot', 'inside', 'boot')]"
"['lane', 'reopen', 'nb', '5', 'charter', 'bus', 'fire']",MyNorthwest.com,2019-01-01 00:00:00,"['fire', 'blocked', 'lane', 'northbound', '5', 'near', 'south', 'spokane', 'street', 'starting', 'around', '2', '45', 'p', 'backup', 'extending', 'four', 'mile', 'peak']",https://mynorthwest.com/1254955/lanes-nb-i-5-blocked-bus-fire/?,0,"[('lane', 'reopen', 'nb'), ('reopen', 'nb', '5'), ('nb', '5', 'charter'), ('5', 'charter', 'bus'), ('charter', 'bus', 'fire')]","[('fire', 'blocked', 'lane'), ('blocked', 'lane', 'northbound'), ('lane', 'northbound', '5'), ('northbound', '5', 'near'), ('5', 'near', 'south'), ('near', 'south', 'spokane'), ('south', 'spokane', 'street'), ('spokane', 'street', 'starting'), ('street', 'starting', 'around'), ('starting', 'around', '2'), ('around', '2', '45'), ('2', '45', 'p'), ('45', 'p', 'backup'), ('p', 'backup', 'extending'), ('backup', 'extending', 'four'), ('extending', 'four', 'mile'), ('four', 'mile', 'peak')]"
"['search', 'suspect', 'deadly', 'parking', 'lot']",CHS Capitol Hill Seattle,2019-01-01 00:00:00,"['male', 'suspect', 'gun', 'seen', 'front', 'bartell', 'arriving', 'found', 'victim', 'shot', 'fire', 'called', 'south', 'end']",https://www.capitolhillseattle.com/2019/01/police-search-for-suspects-after-shooting-in-parking-lot-above-broadway-and-pike/,0,"[('search', 'suspect', 'deadly'), ('suspect', 'deadly', 'parking'), ('deadly', 'parking', 'lot')]","[('male', 'suspect', 'gun'), ('suspect', 'gun', 'seen'), ('gun', 'seen', 'front'), ('seen', 'front', 'bartell'), ('front', 'bartell', 'arriving'), ('bartell', 'arriving', 'found'), ('arriving', 'found', 'victim'), ('found', 'victim', 'shot'), ('victim', 'shot', 'fire'), ('shot', 'fire', 'called'), ('fire', 'called', 'south'), ('called', 'south', 'end')]"
"['man', 'driving', 'stolen', 'yellow', 'cab', 'crash', 'chase', '5', 'near', 'northgate']",The Seattle Times,2019-01-01 00:00:00,"['cab', 'spotted', 'near', '5', 'chase', 'ensued', 'assisting', 'keefe', 'one', 'point', 'suspect', 'drove', 'wrong']",https://www.seattletimes.com/seattle-news/stolen-car-goes-wrong-way-on-i-5-near-northgate-in-seattle/,0,"[('man', 'driving', 'stolen'), ('driving', 'stolen', 'yellow'), ('stolen', 'yellow', 'cab'), ('yellow', 'cab', 'crash'), ('cab', 'crash', 'chase'), ('crash', 'chase', '5'), ('chase', '5', 'near'), ('5', 'near', 'northgate')]","[('cab', 'spotted', 'near'), ('spotted', 'near', '5'), ('near', '5', 'chase'), ('5', 'chase', 'ensued'), ('chase', 'ensued', 'assisting'), ('ensued', 'assisting', 'keefe'), ('assisting', 'keefe', 'one'), ('keefe', 'one', 'point'), ('one', 'point', 'suspect'), ('point', 'suspect', 'drove'), ('suspect', 'drove', 'wrong')]"
"['sodo', 'district', 'frustration', 'mount', 'amid', 'rv', 'drug']",The Seattle Times,2019-01-01 00:00:00,"['kevin', 'grossman', 'commander', 'south', 'precinct', 'business', 'owner', 'universally', 'blame', 'rv', 'dweller', 'surge', 'nocturnal', 'crime']",https://www.seattletimes.com/seattle-news/crime/rvs-drugs-and-skyrocketing-crime-push-seattles-sodo-district-from-sleepy-to-creepy/,0,"[('sodo', 'district', 'frustration'), ('district', 'frustration', 'mount'), ('frustration', 'mount', 'amid'), ('mount', 'amid', 'rv'), ('amid', 'rv', 'drug')]","[('kevin', 'grossman', 'commander'), ('grossman', 'commander', 'south'), ('commander', 'south', 'precinct'), ('south', 'precinct', 'business'), ('precinct', 'business', 'owner'), ('business', 'owner', 'universally'), ('owner', 'universally', 'blame'), ('universally', 'blame', 'rv'), ('blame', 'rv', 'dweller'), ('rv', 'dweller', 'surge'), ('dweller', 'surge', 'nocturnal'), ('surge', 'nocturnal', 'crime')]"
"['video', 'report', 'breakthrough', 'last', 'year', 'luna']",West Seattle Blog...,2019-01-01 00:00:00,"['new', 'video', 'updating', 'case', 'direct', 'message', 'killer', 'case', 'never', 'go', 'away', 'dna']",https://westseattleblog.com/2019/01/video-seattle-police-report-breakthrough-in-last-years-luna-anchor-park-area-murder/,0,"[('video', 'report', 'breakthrough'), ('report', 'breakthrough', 'last'), ('breakthrough', 'last', 'year'), ('last', 'year', 'luna')]","[('new', 'video', 'updating'), ('video', 'updating', 'case'), ('updating', 'case', 'direct'), ('case', 'direct', 'message'), ('direct', 'message', 'killer'), ('message', 'killer', 'case'), ('killer', 'case', 'never'), ('case', 'never', 'go'), ('never', 'go', 'away'), ('go', 'away', 'dna')]"
"['teen', 'dy', 'renton', 'walmart', 'parking', 'lot', 'sunday']",The Seattle Times,2019-01-01 00:00:00,"['involved', 'several', 'subject', 'altercation', 'inside', 'vehicle', 'renton', 'twitter']",https://www.seattletimes.com/seattle-news/crime/1-person-shot-in-renton-walmart-parking-lot-sunday/,0,"[('teen', 'dy', 'renton'), ('dy', 'renton', 'walmart'), ('renton', 'walmart', 'parking'), ('walmart', 'parking', 'lot'), ('parking', 'lot', 'sunday')]","[('involved', 'several', 'subject'), ('several', 'subject', 'altercation'), ('subject', 'altercation', 'inside'), ('altercation', 'inside', 'vehicle'), ('inside', 'vehicle', 'renton'), ('vehicle', 'renton', 'twitter')]"
"['drive', 'suspect', 'arrested', 'west']",KIRO-TV,2019-01-01 00:00:00,"['arrested', 'man', 'suspected', 'drive', 'high', 'point', 'neighborhood', 'wednesday']",https://www.kiro7.com/news/local/drive-by-shooting-suspect-arrested-in-west-seattle/902409273/,0,"[('drive', 'suspect', 'arrested'), ('suspect', 'arrested', 'west')]","[('arrested', 'man', 'suspected'), ('man', 'suspected', 'drive'), ('suspected', 'drive', 'high'), ('drive', 'high', 'point'), ('high', 'point', 'neighborhood'), ('point', 'neighborhood', 'wednesday')]"
"['owner', 'foundation', 'nightclub', 'arrested', 'conspiracy', 'charge']",Seattle PI,2019-01-01 00:00:00,"['investigation', 'started', 'march', '2018', 'received', 'report', 'dealer', 'club', 'statement']",https://www.seattlepi.com/seattlenews/article/Owner-of-Foundation-Nightclub-arrested-on-13527829.php,0,"[('owner', 'foundation', 'nightclub'), ('foundation', 'nightclub', 'arrested'), ('nightclub', 'arrested', 'conspiracy'), ('arrested', 'conspiracy', 'charge')]","[('investigation', 'started', 'march'), ('started', 'march', '2018'), ('march', '2018', 'received'), ('2018', 'received', 'report'), ('received', 'report', 'dealer'), ('report', 'dealer', 'club'), ('dealer', 'club', 'statement')]"
"['rantz', 'cop', 'savage', 'disgrace', 'embarrassment', 'former', 'chief', 'turned', 'council', 'candidate']",MyNorthwest.com,2019-01-01 00:00:00,"['jim', 'pugel', 'disgrace', 'brave', 'men', 'woman', 'proudly', 'professionally', 'serve', 'city', 'one', 'told']",https://mynorthwest.com/1257893/seattle-cops-embarrassment-pugel-council/?,0,"[('rantz', 'cop', 'savage'), ('cop', 'savage', 'disgrace'), ('savage', 'disgrace', 'embarrassment'), ('disgrace', 'embarrassment', 'former'), ('embarrassment', 'former', 'chief'), ('former', 'chief', 'turned'), ('chief', 'turned', 'council'), ('turned', 'council', 'candidate')]","[('jim', 'pugel', 'disgrace'), ('pugel', 'disgrace', 'brave'), ('disgrace', 'brave', 'men'), ('brave', 'men', 'woman'), ('men', 'woman', 'proudly'), ('woman', 'proudly', 'professionally'), ('proudly', 'professionally', 'serve'), ('professionally', 'serve', 'city'), ('serve', 'city', 'one'), ('city', 'one', 'told')]"
"['puyallup', 'identify', 'car', 'prowling', 'suspect']",KIRO-TV,2019-01-01 00:00:00,"['puyallup', 'asking', 'public', 'help', 'identifying', 'car', 'prowling', 'suspect', 'individual', 'caught']",https://www.kiro7.com/news/local/puyallup-police-can-you-identify-this-car-prowling-suspect-/902477531/,0,"[('puyallup', 'identify', 'car'), ('identify', 'car', 'prowling'), ('car', 'prowling', 'suspect')]","[('puyallup', 'asking', 'public'), ('asking', 'public', 'help'), ('public', 'help', 'identifying'), ('help', 'identifying', 'car'), ('identifying', 'car', 'prowling'), ('car', 'prowling', 'suspect'), ('prowling', 'suspect', 'individual'), ('suspect', 'individual', 'caught')]"
"['two', 'woman', 'march', 'take', 'downtown', 'street']",MyNorthwest.com,2019-01-01 00:00:00,"['second', 'two', 'woman', 'march', 'underway', 'downtown', 'blocked', 'north', 'south', 'lane', 'broadway', 'e', 'pine', 'st']",https://mynorthwest.com/1248159/2019-seattle-womens-marches/?,0,"[('two', 'woman', 'march'), ('woman', 'march', 'take'), ('march', 'take', 'downtown'), ('take', 'downtown', 'street')]","[('second', 'two', 'woman'), ('two', 'woman', 'march'), ('woman', 'march', 'underway'), ('march', 'underway', 'downtown'), ('underway', 'downtown', 'blocked'), ('downtown', 'blocked', 'north'), ('blocked', 'north', 'south'), ('north', 'south', 'lane'), ('south', 'lane', 'broadway'), ('lane', 'broadway', 'e'), ('broadway', 'e', 'pine'), ('e', 'pine', 'st')]"
"['puyallup', 'id', 'armed', 'robbery', 'suspect']",KIRO-TV,2019-01-01 00:00:00,"['puyallup', 'asking', 'public', 'help', 'identifying', 'armed', 'robbery', 'suspect', 'individual', 'committed']",https://www.kiro7.com/news/local/puyallup-police-can-you-id-this-armed-robbery-suspect-/908850520/,0,"[('puyallup', 'id', 'armed'), ('id', 'armed', 'robbery'), ('armed', 'robbery', 'suspect')]","[('puyallup', 'asking', 'public'), ('asking', 'public', 'help'), ('public', 'help', 'identifying'), ('help', 'identifying', 'armed'), ('identifying', 'armed', 'robbery'), ('armed', 'robbery', 'suspect'), ('robbery', 'suspect', 'individual'), ('suspect', 'individual', 'committed')]"
"['union', 'delayed', 'release', 'ruling', 'reinstate', 'fired', 'labor', 'contract', 'approved']",The Seattle Times,2019-01-01 00:00:00,"['day', 'city', 'council', 'voted', 'last', 'november', 'approve', 'arbitrator', 'representative', 'union', 'finalized']",https://www.seattletimes.com/seattle-news/city-police-union-delayed-release-of-ruling-to-reinstate-fired-officer-until-after-approval-of-contentious-new-police-contract/,0,"[('union', 'delayed', 'release'), ('delayed', 'release', 'ruling'), ('release', 'ruling', 'reinstate'), ('ruling', 'reinstate', 'fired'), ('reinstate', 'fired', 'labor'), ('fired', 'labor', 'contract'), ('labor', 'contract', 'approved')]","[('day', 'city', 'council'), ('city', 'council', 'voted'), ('council', 'voted', 'last'), ('voted', 'last', 'november'), ('last', 'november', 'approve'), ('november', 'approve', 'arbitrator'), ('approve', 'arbitrator', 'representative'), ('arbitrator', 'representative', 'union'), ('representative', 'union', 'finalized')]"
"['new', 'dog', 'coming', 'tacoma', 'protected', 'ballistic', 'vest']",KIRO-TV,2019-01-01 00:00:00,"['lot', 'bark', 'tacoma', 'k', '9', 'unit', 'two', 'new', 'search', 'dog', 'expected', 'join', 'team', 'year', 'tacoma', 'kennel', 'club']",https://www.kiro7.com/news/south-sound-news/new-police-dogs-are-coming-to-tacoma-and-theyll-be-protected-by-ballistic-vests/907749556/,0,"[('new', 'dog', 'coming'), ('dog', 'coming', 'tacoma'), ('coming', 'tacoma', 'protected'), ('tacoma', 'protected', 'ballistic'), ('protected', 'ballistic', 'vest')]","[('lot', 'bark', 'tacoma'), ('bark', 'tacoma', 'k'), ('tacoma', 'k', '9'), ('k', '9', 'unit'), ('9', 'unit', 'two'), ('unit', 'two', 'new'), ('two', 'new', 'search'), ('new', 'search', 'dog'), ('search', 'dog', 'expected'), ('dog', 'expected', 'join'), ('expected', 'join', 'team'), ('join', 'team', 'year'), ('team', 'year', 'tacoma'), ('year', 'tacoma', 'kennel'), ('tacoma', 'kennel', 'club')]"
